,year,record,age,grade,consideration,plan,attempt
8881,2015,95193,4.0,1.0,2.0,2.0,1.0
8901,2015,95213,5.0,1.0,1.0,1.0,1.0
8905,2015,95217,2.0,1.0,2.0,2.0,1.0
8941,2015,95253,5.0,3.0,2.0,2.0,1.0
8946,2015,95258,5.0,3.0,1.0,2.0,1.0
8958,2015,95270,5.0,3.0,1.0,1.0,1.0
8975,2015,95287,4.0,3.0,1.0,1.0,1.0
8981,2015,95293,5.0,2.0,1.0,1.0,1.0
9034,2015,95346,6.0,3.0,1.0,1.0,1.0
9054,2015,95366,5.0,3.0,1.0,1.0,1.0
9073,2015,95385,5.0,3.0,1.0,2.0,1.0
9074,2015,95386,5.0,3.0,1.0,1.0,1.0
9081,2015,95393,5.0,3.0,1.0,1.0,1.0
9144,2015,95456,2.0,1.0,1.0,1.0,1.0
9199,2015,95511,2.0,1.0,1.0,1.0,1.0
9222,2015,95534,5.0,3.0,1.0,1.0,1.0
9229,2015,95541,5.0,3.0,1.0,1.0,1.0
9245,2015,95557,4.0,2.0,1.0,1.0,1.0
9271,2015,95583,5.0,3.0,1.0,1.0,1.0
9280,2015,95592,4.0,2.0,1.0,1.0,1.0
9290,2015,95602,2.0,2.0,1.0,1.0,1.0
9307,2015,95619,2.0,1.0,1.0,1.0,1.0
9349,2015,95661,4.0,2.0,1.0,1.0,1.0
9351,2015,95663,5.0,3.0,1.0,1.0,1.0
9367,2015,95679,4.0,3.0,1.0,1.0,1.0
9374,2015,95686,4.0,2.0,1.0,2.0,1.0
9386,2015,95698,3.0,1.0,2.0,2.0,1.0
9419,2015,95731,3.0,1.0,1.0,2.0,1.0
9458,2015,95770,4.0,2.0,1.0,1.0,1.0
9473,2015,95785,5.0,3.0,1.0,1.0,1.0
9488,2015,95800,2.0,1.0,1.0,1.0,1.0
9490,2015,95802,3.0,1.0,1.0,1.0,1.0
9498,2015,95810,4.0,3.0,1.0,1.0,1.0
9508,2015,95820,3.0,2.0,1.0,1.0,1.0
9517,2015,95829,1.0,1.0,1.0,1.0,1.0
9522,2015,95834,3.0,1.0,1.0,1.0,1.0
9568,2015,95880,5.0,2.0,1.0,1.0,1.0
9576,2015,95888,2.0,1.0,1.0,1.0,1.0
9578,2015,95890,3.0,1.0,1.0,2.0,1.0
9591,2015,95903,5.0,3.0,1.0,1.0,1.0
9594,2015,95906,5.0,3.0,1.0,1.0,1.0
9600,2015,95912,6.0,3.0,1.0,1.0,1.0
9605,2015,95917,4.0,3.0,1.0,1.0,1.0
9609,2015,95921,4.0,1.0,2.0,2.0,1.0
9610,2015,95922,5.0,3.0,1.0,1.0,1.0
9648,2015,95960,4.0,3.0,1.0,1.0,1.0
9687,2015,95999,4.0,2.0,1.0,1.0,1.0
9733,2015,96045,7.0,3.0,2.0,2.0,1.0
9736,2015,96048,5.0,3.0,1.0,1.0,1.0
9779,2015,96091,5.0,3.0,1.0,1.0,1.0
9790,2015,96102,6.0,3.0,1.0,1.0,1.0
9817,2015,96129,4.0,2.0,1.0,1.0,1.0
9820,2015,96132,3.0,1.0,1.0,1.0,1.0
9845,2015,96157,4.0,2.0,1.0,1.0,1.0
9851,2015,96163,3.0,2.0,1.0,1.0,1.0
9876,2015,96188,3.0,1.0,1.0,2.0,1.0
9899,2015,96211,4.0,2.0,1.0,1.0,1.0
9901,2015,96213,6.0,2.0,2.0,2.0,1.0
9910,2015,96222,3.0,1.0,1.0,2.0,1.0
9920,2015,96232,5.0,2.0,1.0,2.0,1.0
9924,2015,96236,4.0,2.0,1.0,1.0,1.0
9939,2015,96251,2.0,1.0,1.0,1.0,1.0
9952,2015,96264,4.0,2.0,1.0,1.0,1.0
9976,2015,96288,4.0,2.0,2.0,2.0,1.0
9994,2015,96306,5.0,3.0,1.0,1.0,1.0
10002,2015,96314,5.0,3.0,1.0,1.0,1.0
10012,2015,96324,4.0,3.0,2.0,2.0,1.0
10021,2015,96333,4.0,1.0,1.0,2.0,1.0
10029,2015,96341,1.0,2.0,1.0,1.0,1.0
10030,2015,96342,4.0,2.0,1.0,1.0,1.0
10033,2015,96345,4.0,3.0,1.0,1.0,1.0
10052,2015,96364,4.0,2.0,1.0,1.0,1.0
10053,2015,96365,3.0,1.0,1.0,2.0,1.0
10054,2015,96366,3.0,2.0,2.0,1.0,1.0
10055,2015,96367,4.0,3.0,1.0,1.0,1.0
10113,2015,96425,4.0,3.0,1.0,2.0,1.0
10135,2015,96447,3.0,1.0,1.0,1.0,1.0
10140,2015,96452,4.0,2.0,1.0,1.0,1.0
10152,2015,96464,4.0,1.0,1.0,2.0,1.0
10156,2015,96468,3.0,1.0,1.0,2.0,1.0
10164,2015,96476,2.0,1.0,1.0,1.0,1.0
10170,2015,96482,5.0,3.0,1.0,1.0,1.0
10186,2015,96498,4.0,1.0,1.0,2.0,1.0
10207,2015,96519,2.0,1.0,1.0,1.0,1.0
10209,2015,96521,2.0,1.0,1.0,2.0,1.0
10211,2015,96523,7.0,3.0,1.0,1.0,1.0
10219,2015,96531,4.0,2.0,1.0,1.0,1.0
10220,2015,96532,5.0,1.0,1.0,1.0,1.0
10238,2015,96550,3.0,2.0,1.0,1.0,1.0
10245,2015,96557,5.0,2.0,1.0,1.0,1.0
10248,2015,96560,4.0,2.0,1.0,2.0,1.0
10261,2015,96573,5.0,2.0,1.0,1.0,1.0
10263,2015,96575,4.0,2.0,1.0,1.0,1.0
10309,2015,96621,4.0,2.0,1.0,1.0,1.0
10311,2015,96623,7.0,3.0,1.0,1.0,1.0
10343,2015,96655,4.0,2.0,1.0,1.0,1.0
10345,2015,96657,4.0,3.0,1.0,1.0,1.0
10347,2015,96659,5.0,3.0,1.0,1.0,1.0
10365,2015,96677,4.0,1.0,2.0,2.0,1.0
10373,2015,96685,2.0,1.0,1.0,2.0,1.0
10379,2015,96691,3.0,2.0,1.0,1.0,1.0
10380,2015,96692,5.0,3.0,1.0,1.0,1.0
10393,2015,96705,6.0,3.0,1.0,1.0,1.0
10395,2015,96707,5.0,3.0,1.0,1.0,1.0
10456,2015,96768,3.0,2.0,1.0,1.0,1.0
10476,2015,96788,4.0,3.0,1.0,1.0,1.0
10488,2015,96800,5.0,3.0,1.0,1.0,1.0
10508,2015,96820,5.0,3.0,1.0,1.0,1.0
10521,2015,96833,5.0,3.0,1.0,1.0,1.0
10574,2015,96886,3.0,1.0,1.0,2.0,1.0
10583,2015,96895,5.0,3.0,1.0,1.0,1.0
10589,2015,96901,3.0,2.0,2.0,2.0,1.0
10608,2015,96920,5.0,3.0,1.0,1.0,1.0
10654,2015,96966,3.0,2.0,1.0,2.0,1.0
10667,2015,96979,5.0,3.0,1.0,1.0,1.0
10679,2015,96991,5.0,2.0,1.0,1.0,1.0
10686,2015,96998,5.0,3.0,1.0,2.0,1.0
10701,2015,97013,2.0,1.0,1.0,2.0,1.0
10713,2015,97025,6.0,3.0,1.0,1.0,1.0
10714,2015,97026,3.0,1.0,1.0,1.0,1.0
10719,2015,97031,3.0,2.0,1.0,1.0,1.0
10726,2015,97038,5.0,3.0,1.0,1.0,1.0
10735,2015,97047,2.0,1.0,1.0,1.0,1.0
10737,2015,97049,3.0,1.0,1.0,2.0,1.0
10750,2015,97062,5.0,3.0,1.0,1.0,1.0
10763,2015,97075,2.0,1.0,2.0,2.0,1.0
10767,2015,97079,2.0,1.0,2.0,2.0,1.0
10771,2015,97083,2.0,1.0,1.0,1.0,1.0
10789,2015,97101,3.0,2.0,1.0,1.0,1.0
10792,2015,97104,5.0,3.0,2.0,2.0,1.0
10797,2015,97109,5.0,3.0,1.0,1.0,1.0
10800,2015,97112,3.0,2.0,1.0,1.0,1.0
10810,2015,97122,4.0,2.0,1.0,1.0,1.0
10813,2015,97125,3.0,1.0,1.0,1.0,1.0
10830,2015,97142,4.0,3.0,1.0,1.0,1.0
10840,2015,97152,5.0,3.0,1.0,1.0,1.0
10842,2015,97154,4.0,2.0,1.0,2.0,1.0
10847,2015,97159,2.0,1.0,1.0,1.0,1.0
10853,2015,97165,3.0,2.0,1.0,1.0,1.0
10867,2015,97179,3.0,1.0,1.0,1.0,1.0
10899,2015,97211,4.0,2.0,1.0,1.0,1.0
10909,2015,97221,5.0,3.0,1.0,2.0,1.0
10913,2015,97225,5.0,3.0,1.0,1.0,1.0
10916,2015,97228,5.0,2.0,1.0,1.0,1.0
10929,2015,97241,6.0,3.0,1.0,1.0,1.0
10964,2015,97276,4.0,1.0,1.0,1.0,1.0
10980,2015,97292,4.0,2.0,1.0,1.0,1.0
10981,2015,97293,3.0,1.0,1.0,1.0,1.0
10993,2015,97305,4.0,2.0,1.0,2.0,1.0
10996,2015,97308,4.0,2.0,1.0,1.0,1.0
11012,2015,97324,3.0,1.0,1.0,1.0,1.0
11017,2015,97329,3.0,1.0,1.0,1.0,1.0
11044,2015,97356,6.0,3.0,1.0,1.0,1.0
11046,2015,97358,4.0,2.0,1.0,1.0,1.0
11054,2015,97366,4.0,3.0,1.0,1.0,1.0
11104,2015,97416,4.0,2.0,1.0,1.0,1.0
11113,2015,97425,4.0,3.0,1.0,1.0,1.0
11118,2015,97430,4.0,2.0,1.0,1.0,1.0
11121,2015,97433,4.0,1.0,1.0,2.0,1.0
11134,2015,97446,5.0,3.0,1.0,1.0,1.0
11138,2015,97450,4.0,2.0,1.0,1.0,1.0
11139,2015,97451,4.0,3.0,1.0,1.0,1.0
11153,2015,97465,5.0,3.0,1.0,2.0,1.0
11212,2015,97524,4.0,2.0,2.0,2.0,1.0
11224,2015,97536,3.0,2.0,1.0,1.0,1.0
11227,2015,97539,4.0,1.0,1.0,2.0,1.0
11246,2015,97558,4.0,2.0,1.0,1.0,1.0
11248,2015,97560,4.0,3.0,1.0,1.0,1.0
11250,2015,97562,4.0,2.0,1.0,1.0,1.0
11260,2015,97572,3.0,1.0,2.0,2.0,1.0
11291,2015,97603,4.0,3.0,1.0,1.0,1.0
11331,2015,97643,5.0,3.0,1.0,1.0,1.0
11333,2015,97645,4.0,3.0,2.0,2.0,1.0
11387,2015,97699,2.0,1.0,1.0,1.0,1.0
11389,2015,97701,5.0,3.0,1.0,1.0,1.0
11409,2015,97721,5.0,3.0,1.0,1.0,1.0
11447,2015,97759,4.0,3.0,1.0,2.0,1.0
11452,2015,97764,2.0,1.0,1.0,2.0,1.0
11456,2015,97768,3.0,1.0,1.0,1.0,1.0
11479,2015,97791,2.0,1.0,1.0,2.0,1.0
11519,2015,97831,3.0,1.0,1.0,1.0,1.0
11547,2015,97859,2.0,1.0,1.0,1.0,1.0
11562,2015,97874,5.0,3.0,1.0,1.0,1.0
11567,2015,97879,4.0,2.0,1.0,1.0,1.0
11577,2015,97889,4.0,2.0,1.0,1.0,1.0
11584,2015,97896,4.0,3.0,1.0,1.0,1.0
11598,2015,97910,4.0,2.0,1.0,1.0,1.0
11599,2015,97911,3.0,1.0,1.0,1.0,1.0
11619,2015,97931,4.0,3.0,1.0,1.0,1.0
11635,2015,97947,4.0,2.0,2.0,1.0,1.0
11653,2015,97965,5.0,2.0,1.0,2.0,1.0
11679,2015,97991,2.0,1.0,1.0,1.0,1.0
11695,2015,98007,4.0,3.0,1.0,1.0,1.0
11701,2015,98013,5.0,3.0,1.0,1.0,1.0
11703,2015,98015,5.0,3.0,1.0,1.0,1.0
11713,2015,98025,2.0,2.0,1.0,1.0,1.0
11730,2015,98042,6.0,3.0,1.0,2.0,1.0
11768,2015,98080,2.0,1.0,1.0,1.0,1.0
11800,2015,98112,3.0,1.0,1.0,1.0,1.0
11807,2015,98119,4.0,1.0,1.0,1.0,1.0
11815,2015,98127,3.0,1.0,2.0,2.0,1.0
11825,2015,98137,4.0,2.0,1.0,1.0,1.0
11841,2015,98153,4.0,3.0,1.0,1.0,1.0
11851,2015,98163,4.0,3.0,2.0,1.0,1.0
11854,2015,98166,4.0,3.0,1.0,1.0,1.0
11857,2015,98169,4.0,3.0,1.0,2.0,1.0
11906,2015,98218,5.0,3.0,1.0,2.0,1.0
11914,2015,98226,3.0,2.0,2.0,2.0,1.0
11967,2015,98279,3.0,2.0,1.0,1.0,1.0
11995,2015,98307,3.0,2.0,1.0,1.0,1.0
12046,2015,98358,4.0,1.0,1.0,1.0,1.0
12062,2015,98374,3.0,1.0,1.0,1.0,1.0
12066,2015,98378,5.0,3.0,1.0,1.0,1.0
12075,2015,98387,2.0,1.0,1.0,1.0,1.0
12085,2015,98397,3.0,2.0,2.0,2.0,1.0
12098,2015,98410,3.0,2.0,1.0,1.0,1.0
12107,2015,98419,5.0,3.0,1.0,1.0,1.0
12117,2015,98429,4.0,3.0,1.0,1.0,1.0
12127,2015,98439,4.0,2.0,1.0,1.0,1.0
12147,2015,98459,4.0,3.0,1.0,1.0,1.0
12150,2015,98462,2.0,1.0,2.0,1.0,1.0
12160,2015,98472,3.0,2.0,2.0,2.0,1.0
12168,2015,98480,4.0,2.0,1.0,1.0,1.0
12169,2015,98481,5.0,3.0,1.0,2.0,1.0
12209,2015,98521,4.0,3.0,1.0,1.0,1.0
12220,2015,98532,5.0,2.0,2.0,2.0,1.0
12221,2015,98533,5.0,3.0,1.0,1.0,1.0
12243,2015,98555,3.0,1.0,1.0,1.0,1.0
12268,2015,98580,3.0,2.0,1.0,1.0,1.0
12299,2015,98611,4.0,2.0,1.0,1.0,1.0
12313,2015,98625,3.0,2.0,1.0,1.0,1.0
12349,2015,98661,5.0,3.0,1.0,1.0,1.0
12371,2015,98683,3.0,2.0,1.0,1.0,1.0
12372,2015,98684,3.0,2.0,1.0,1.0,1.0
12383,2015,98695,3.0,2.0,1.0,1.0,1.0
12389,2015,98701,5.0,2.0,1.0,2.0,1.0
12391,2015,98703,4.0,2.0,1.0,1.0,1.0
12415,2015,98727,3.0,1.0,2.0,2.0,1.0
12425,2015,98737,3.0,1.0,1.0,1.0,1.0
12426,2015,98738,3.0,1.0,1.0,1.0,1.0
12432,2015,98744,3.0,2.0,1.0,1.0,1.0
12446,2015,98758,5.0,2.0,1.0,1.0,1.0
12455,2015,98767,3.0,1.0,1.0,2.0,1.0
12457,2015,98769,3.0,1.0,1.0,1.0,1.0
12464,2015,98776,5.0,3.0,1.0,1.0,1.0
12475,2015,98787,5.0,3.0,1.0,1.0,1.0
12479,2015,98791,3.0,2.0,1.0,1.0,1.0
12488,2015,98800,3.0,2.0,1.0,2.0,1.0
12511,2015,98823,4.0,3.0,1.0,1.0,1.0
12543,2015,98855,3.0,1.0,1.0,2.0,1.0
12544,2015,98856,4.0,3.0,1.0,1.0,1.0
12547,2015,98859,3.0,1.0,1.0,2.0,1.0
12548,2015,98860,2.0,1.0,1.0,2.0,1.0
12566,2015,98878,3.0,2.0,1.0,1.0,1.0
12571,2015,98883,3.0,1.0,1.0,1.0,1.0
12577,2015,98889,5.0,3.0,1.0,1.0,1.0
12585,2015,98897,4.0,2.0,1.0,1.0,1.0
12594,2015,98906,4.0,2.0,1.0,1.0,1.0
12595,2015,98907,4.0,2.0,1.0,1.0,1.0
12622,2015,98934,3.0,2.0,1.0,2.0,1.0
12623,2015,98935,4.0,2.0,1.0,2.0,1.0
12635,2017,98947,4.0,3.0,1.0,1.0,1.0
12647,2017,98959,4.0,2.0,1.0,1.0,1.0
12662,2017,98974,4.0,3.0,1.0,1.0,1.0
12665,2017,98977,4.0,3.0,1.0,1.0,1.0
12666,2017,98978,6.0,3.0,1.0,2.0,1.0
12667,2017,98979,4.0,3.0,1.0,1.0,1.0
12671,2017,98983,4.0,2.0,1.0,1.0,1.0
12684,2017,98996,5.0,3.0,1.0,1.0,1.0
12728,2017,99040,4.0,2.0,1.0,1.0,1.0
12734,2017,99046,2.0,1.0,1.0,1.0,1.0
12737,2017,99049,1.0,1.0,1.0,1.0,1.0
12739,2017,99051,7.0,4.0,1.0,1.0,1.0
12757,2017,99069,4.0,3.0,1.0,1.0,1.0
12758,2017,99070,5.0,3.0,1.0,1.0,1.0
12760,2017,99072,4.0,2.0,1.0,1.0,1.0
12762,2017,99074,3.0,1.0,1.0,1.0,1.0
12791,2017,99103,5.0,3.0,1.0,1.0,1.0
12796,2017,99108,3.0,2.0,1.0,1.0,1.0
12819,2017,99131,5.0,3.0,1.0,1.0,1.0
12858,2017,99170,4.0,2.0,1.0,1.0,1.0
12939,2017,99251,5.0,2.0,1.0,1.0,1.0
12965,2017,99277,4.0,2.0,1.0,1.0,1.0
12972,2017,99284,3.0,2.0,1.0,1.0,1.0
12988,2017,99300,6.0,3.0,1.0,1.0,1.0
12991,2017,99303,3.0,2.0,1.0,1.0,1.0
13009,2017,99321,3.0,2.0,1.0,1.0,1.0
13023,2017,99335,5.0,3.0,1.0,1.0,1.0
13027,2017,99339,4.0,3.0,1.0,1.0,1.0
13030,2017,99342,7.0,1.0,2.0,1.0,1.0
13069,2017,99381,5.0,3.0,1.0,1.0,1.0
13074,2017,99386,2.0,1.0,1.0,1.0,1.0
13080,2017,99392,2.0,1.0,1.0,2.0,1.0
13083,2017,99395,4.0,1.0,1.0,1.0,1.0
13088,2017,99400,4.0,3.0,1.0,2.0,1.0
13099,2017,99411,3.0,1.0,1.0,1.0,1.0
13109,2017,99421,4.0,3.0,1.0,1.0,1.0
13114,2017,99426,3.0,2.0,1.0,2.0,1.0
13128,2017,99440,4.0,2.0,1.0,1.0,1.0
13152,2017,99464,3.0,2.0,1.0,2.0,1.0
13153,2017,99465,4.0,2.0,1.0,2.0,1.0
13154,2017,99466,3.0,2.0,1.0,2.0,1.0
13162,2017,99474,5.0,3.0,1.0,1.0,1.0
13170,2017,99482,6.0,3.0,1.0,1.0,1.0
13178,2017,99490,3.0,2.0,1.0,1.0,1.0
13185,2017,99497,4.0,4.0,1.0,1.0,1.0
13196,2017,99508,4.0,2.0,1.0,1.0,1.0
13197,2017,99509,3.0,2.0,1.0,1.0,1.0
13198,2017,99510,3.0,2.0,1.0,1.0,1.0
13244,2017,99556,3.0,2.0,1.0,1.0,1.0
13283,2017,99595,4.0,1.0,1.0,1.0,1.0
13291,2017,99603,3.0,2.0,1.0,2.0,1.0
13305,2017,99617,4.0,2.0,1.0,2.0,1.0
13314,2017,99626,4.0,2.0,1.0,2.0,1.0
13321,2017,99633,4.0,1.0,1.0,1.0,1.0
13333,2017,99645,5.0,3.0,1.0,1.0,1.0
13353,2017,99665,2.0,1.0,1.0,2.0,1.0
13358,2017,99670,2.0,1.0,1.0,1.0,1.0
13382,2017,99694,4.0,1.0,2.0,1.0,1.0
13388,2017,99700,7.0,1.0,1.0,2.0,1.0
13408,2017,99720,5.0,3.0,2.0,2.0,1.0
13444,2017,99756,4.0,3.0,1.0,1.0,1.0
13449,2017,99761,5.0,3.0,1.0,2.0,1.0
13450,2017,99762,5.0,3.0,1.0,1.0,1.0
13468,2017,99780,4.0,2.0,1.0,2.0,1.0
13474,2017,99786,3.0,1.0,1.0,1.0,1.0
13505,2017,99817,5.0,3.0,1.0,1.0,1.0
13511,2017,99823,2.0,1.0,1.0,2.0,1.0
13518,2017,99830,4.0,3.0,1.0,2.0,1.0
13538,2017,99850,4.0,3.0,2.0,2.0,1.0
13545,2017,99857,3.0,2.0,1.0,1.0,1.0
13568,2017,99880,4.0,2.0,1.0,1.0,1.0
13592,2017,99904,2.0,1.0,1.0,1.0,1.0
13637,2017,99949,3.0,1.0,1.0,1.0,1.0
13645,2017,99957,4.0,3.0,1.0,1.0,1.0
13706,2017,100018,4.0,2.0,1.0,1.0,1.0
13720,2017,100032,2.0,1.0,1.0,2.0,1.0
13730,2017,100042,3.0,2.0,1.0,1.0,1.0
13731,2017,100043,3.0,2.0,1.0,1.0,1.0
13735,2017,100047,5.0,3.0,1.0,1.0,1.0
13737,2017,100049,5.0,3.0,2.0,2.0,1.0
13743,2017,100055,4.0,2.0,1.0,1.0,1.0
13761,2017,100073,3.0,1.0,1.0,1.0,1.0
13769,2017,100081,2.0,1.0,1.0,1.0,1.0
13809,2017,100121,5.0,3.0,1.0,1.0,1.0
13866,2017,100178,3.0,2.0,1.0,1.0,1.0
13868,2017,100180,4.0,2.0,1.0,1.0,1.0
13873,2017,100185,3.0,3.0,2.0,1.0,1.0
13884,2017,100196,5.0,3.0,1.0,1.0,1.0
13893,2017,100205,5.0,3.0,1.0,1.0,1.0
13919,2017,100231,5.0,3.0,1.0,1.0,1.0
13967,2017,100279,5.0,3.0,1.0,1.0,1.0
13990,2017,100302,5.0,3.0,1.0,1.0,1.0
14009,2017,100321,4.0,2.0,1.0,2.0,1.0
14010,2017,100322,3.0,2.0,1.0,2.0,1.0
14033,2017,100345,3.0,1.0,1.0,1.0,1.0
14034,2017,100346,4.0,1.0,1.0,2.0,1.0
14040,2017,100352,3.0,1.0,1.0,1.0,1.0
14056,2017,100368,4.0,2.0,1.0,1.0,1.0
14061,2017,100373,3.0,3.0,1.0,2.0,1.0
14070,2017,100382,5.0,3.0,1.0,1.0,1.0
14074,2017,100386,4.0,3.0,1.0,1.0,1.0
14080,2017,100392,3.0,1.0,1.0,1.0,1.0
14084,2017,100396,3.0,1.0,2.0,2.0,1.0
14087,2017,100399,4.0,3.0,2.0,2.0,1.0
14120,2017,100432,2.0,1.0,2.0,2.0,1.0
14127,2017,100439,5.0,3.0,1.0,1.0,1.0
14133,2017,100445,3.0,1.0,1.0,1.0,1.0
14137,2017,100449,5.0,3.0,2.0,2.0,1.0
14177,2017,100489,4.0,2.0,1.0,1.0,1.0
14179,2017,100491,3.0,2.0,1.0,1.0,1.0
14184,2017,100496,5.0,2.0,2.0,1.0,1.0
14193,2017,100505,3.0,2.0,1.0,1.0,1.0
14205,2017,100517,4.0,3.0,1.0,1.0,1.0
14221,2017,100533,4.0,2.0,1.0,1.0,1.0
14224,2017,100536,5.0,3.0,1.0,2.0,1.0
14225,2017,100537,5.0,1.0,1.0,1.0,1.0
14230,2017,100542,5.0,3.0,1.0,1.0,1.0
14231,2017,100543,5.0,3.0,1.0,2.0,1.0
14238,2017,100550,4.0,2.0,1.0,1.0,1.0
14279,2017,100591,3.0,1.0,1.0,1.0,1.0
14313,2017,100625,3.0,2.0,1.0,2.0,1.0
14321,2017,100633,4.0,2.0,1.0,1.0,1.0
14333,2017,100645,4.0,3.0,1.0,1.0,1.0
14340,2017,100652,2.0,1.0,1.0,1.0,1.0
14342,2017,100654,4.0,2.0,1.0,2.0,1.0
14363,2017,100675,3.0,2.0,1.0,1.0,1.0
14372,2017,100684,3.0,1.0,1.0,1.0,1.0
14408,2017,100720,3.0,1.0,1.0,2.0,1.0
14414,2017,100726,7.0,1.0,1.0,1.0,1.0
14429,2017,100741,4.0,3.0,1.0,1.0,1.0
14437,2017,100749,1.0,1.0,1.0,1.0,1.0
14447,2017,100759,5.0,3.0,1.0,1.0,1.0
14453,2017,100765,1.0,1.0,1.0,1.0,1.0
14458,2017,100770,4.0,3.0,1.0,1.0,1.0
14460,2017,100772,4.0,3.0,1.0,2.0,1.0
14474,2017,100786,4.0,2.0,1.0,1.0,1.0
14495,2017,100807,4.0,2.0,1.0,1.0,1.0
14506,2017,100818,4.0,2.0,2.0,2.0,1.0
14519,2017,100831,3.0,2.0,1.0,1.0,1.0
14525,2017,100837,5.0,3.0,1.0,1.0,1.0
14573,2017,100885,5.0,3.0,2.0,2.0,1.0
14584,2017,100896,2.0,1.0,2.0,2.0,1.0
14602,2017,100914,2.0,1.0,1.0,2.0,1.0
14603,2017,100915,3.0,1.0,1.0,2.0,1.0
14633,2017,100945,5.0,3.0,1.0,1.0,1.0
14643,2017,100955,3.0,1.0,1.0,1.0,1.0
14675,2017,100987,5.0,3.0,1.0,1.0,1.0
14724,2017,101036,5.0,2.0,1.0,1.0,1.0
14744,2017,101056,4.0,1.0,1.0,2.0,1.0
14757,2017,101069,4.0,2.0,1.0,1.0,1.0
14763,2017,101075,3.0,2.0,1.0,2.0,1.0
14766,2017,101078,4.0,2.0,1.0,1.0,1.0
14767,2017,101079,3.0,2.0,1.0,2.0,1.0
14770,2017,101082,2.0,1.0,1.0,1.0,1.0
14777,2017,101089,4.0,3.0,1.0,1.0,1.0
14796,2017,101108,3.0,1.0,2.0,1.0,1.0
14802,2017,101114,3.0,1.0,1.0,2.0,1.0
14804,2017,101116,4.0,2.0,1.0,1.0,1.0
14836,2017,101148,4.0,3.0,1.0,1.0,1.0
14837,2017,101149,4.0,2.0,1.0,1.0,1.0
14847,2017,101159,5.0,3.0,1.0,1.0,1.0
14858,2017,101170,3.0,1.0,1.0,1.0,1.0
14859,2017,101171,4.0,2.0,1.0,1.0,1.0
14860,2017,101172,4.0,2.0,1.0,2.0,1.0
14869,2017,101181,4.0,2.0,1.0,2.0,1.0
14881,2017,101193,4.0,2.0,1.0,1.0,1.0
14886,2017,101198,5.0,3.0,1.0,1.0,1.0
14890,2017,101202,6.0,3.0,1.0,1.0,1.0
14895,2017,101207,5.0,3.0,1.0,1.0,1.0
14902,2017,101214,5.0,3.0,1.0,1.0,1.0
14904,2017,101216,4.0,3.0,1.0,1.0,1.0
14924,2017,101236,4.0,2.0,2.0,2.0,1.0
14926,2017,101238,4.0,3.0,1.0,2.0,1.0
14946,2017,101258,5.0,3.0,1.0,2.0,1.0
14970,2017,101282,5.0,3.0,1.0,1.0,1.0
14971,2017,101283,4.0,1.0,1.0,1.0,1.0
14977,2017,101289,4.0,3.0,1.0,1.0,1.0
14979,2017,101291,5.0,3.0,1.0,1.0,1.0
14996,2017,101308,3.0,1.0,1.0,1.0,1.0
15021,2017,101333,3.0,1.0,1.0,1.0,1.0
15022,2017,101334,4.0,2.0,1.0,1.0,1.0
15037,2017,101349,5.0,3.0,1.0,1.0,1.0
15039,2017,101351,4.0,2.0,1.0,1.0,1.0
15047,2017,101359,3.0,3.0,1.0,1.0,1.0
15049,2017,101361,3.0,1.0,1.0,1.0,1.0
15054,2017,101366,5.0,3.0,2.0,1.0,1.0
15080,2017,101392,4.0,3.0,1.0,1.0,1.0
15086,2017,101398,3.0,2.0,1.0,1.0,1.0
15106,2017,101418,2.0,1.0,2.0,2.0,1.0
15116,2017,101428,6.0,3.0,2.0,1.0,1.0
15117,2017,101429,5.0,3.0,1.0,2.0,1.0
15137,2017,101449,7.0,4.0,1.0,1.0,1.0
15145,2017,101457,4.0,2.0,1.0,1.0,1.0
15221,2017,101533,3.0,1.0,1.0,2.0,1.0
15239,2017,101551,5.0,3.0,1.0,1.0,1.0
15245,2017,101557,2.0,1.0,1.0,1.0,1.0
15247,2017,101559,3.0,2.0,1.0,1.0,1.0
15251,2017,101563,4.0,2.0,2.0,2.0,1.0
15255,2017,101567,4.0,3.0,1.0,1.0,1.0
15267,2017,101579,5.0,3.0,1.0,1.0,1.0
15269,2017,101581,5.0,3.0,1.0,2.0,1.0
15273,2017,101585,3.0,2.0,1.0,1.0,1.0
15280,2017,101592,6.0,3.0,1.0,1.0,1.0
15296,2017,101608,7.0,4.0,1.0,1.0,1.0
15301,2017,101613,2.0,1.0,1.0,1.0,1.0
15314,2017,101626,5.0,3.0,1.0,1.0,1.0
15340,2017,101652,3.0,1.0,1.0,1.0,1.0
15354,2017,101666,4.0,3.0,1.0,1.0,1.0
15357,2017,101669,3.0,1.0,1.0,1.0,1.0
15364,2017,101676,3.0,1.0,1.0,1.0,1.0
15369,2017,101681,4.0,3.0,1.0,1.0,1.0
15391,2017,101703,3.0,2.0,2.0,1.0,1.0
15397,2017,101709,4.0,2.0,2.0,2.0,1.0
15400,2017,101712,2.0,1.0,1.0,1.0,1.0
15401,2017,101713,4.0,3.0,1.0,1.0,1.0
15473,2017,101785,6.0,3.0,1.0,2.0,1.0
15509,2017,101821,5.0,3.0,1.0,1.0,1.0
15520,2017,101832,1.0,1.0,1.0,1.0,1.0
15537,2017,101849,4.0,3.0,1.0,1.0,1.0
15553,2017,101865,3.0,1.0,1.0,1.0,1.0
15595,2017,101907,5.0,2.0,1.0,1.0,1.0
