,year,record,age,grade,consideration,plan,attempt
15606,2017,101918,4.0,2.0,1.0,1.0,1.0
15613,2017,101925,5.0,3.0,1.0,1.0,1.0
15622,2017,101934,4.0,2.0,1.0,1.0,1.0
15659,2017,101971,1.0,4.0,1.0,1.0,1.0
15661,2017,101973,7.0,4.0,1.0,1.0,1.0
15670,2017,101982,5.0,3.0,1.0,2.0,1.0
15671,2017,101983,5.0,3.0,1.0,1.0,1.0
15686,2017,101998,4.0,3.0,1.0,1.0,1.0
15690,2017,102002,2.0,1.0,1.0,1.0,1.0
15694,2017,102006,5.0,3.0,1.0,1.0,1.0
15696,2017,102008,2.0,1.0,1.0,1.0,1.0
15723,2017,102035,3.0,2.0,1.0,1.0,1.0
15729,2017,102041,3.0,1.0,1.0,1.0,1.0
15754,2017,102066,4.0,3.0,1.0,1.0,1.0
15764,2017,102076,7.0,1.0,1.0,2.0,1.0
15782,2017,102094,3.0,2.0,1.0,1.0,1.0
15786,2017,102098,3.0,1.0,2.0,2.0,1.0
15802,2017,102114,3.0,2.0,1.0,1.0,1.0
15813,2017,102125,2.0,1.0,1.0,1.0,1.0
15814,2017,102126,2.0,1.0,1.0,1.0,1.0
15833,2017,102145,4.0,2.0,1.0,1.0,1.0
15847,2017,102159,4.0,2.0,1.0,1.0,1.0
15882,2017,102194,4.0,2.0,1.0,1.0,1.0
15884,2017,102196,3.0,2.0,2.0,2.0,1.0
15887,2017,102199,5.0,3.0,1.0,1.0,1.0
15895,2017,102207,4.0,3.0,2.0,2.0,1.0
15896,2017,102208,4.0,2.0,1.0,1.0,1.0
15913,2017,102225,3.0,1.0,1.0,1.0,1.0
15930,2017,102242,3.0,1.0,1.0,1.0,1.0
15966,2017,102278,4.0,3.0,1.0,1.0,1.0
15979,2017,102291,5.0,3.0,1.0,2.0,1.0
15986,2017,102298,3.0,1.0,1.0,2.0,1.0
15993,2017,102305,3.0,1.0,1.0,1.0,1.0
16015,2017,102327,4.0,3.0,1.0,1.0,1.0
16028,2017,102340,3.0,1.0,1.0,1.0,1.0
16063,2017,102375,4.0,2.0,1.0,1.0,1.0
16071,2017,102383,5.0,3.0,1.0,1.0,1.0
16080,2017,102392,4.0,2.0,1.0,2.0,1.0
16112,2017,102424,4.0,1.0,1.0,1.0,1.0
16124,2017,102436,4.0,3.0,1.0,1.0,1.0
16129,2017,102441,3.0,2.0,1.0,1.0,1.0
16149,2017,102461,6.0,3.0,1.0,2.0,1.0
16156,2017,102468,4.0,3.0,1.0,1.0,1.0
16166,2017,102478,4.0,2.0,1.0,1.0,1.0
16190,2017,102502,6.0,3.0,1.0,1.0,1.0
16191,2017,102503,5.0,2.0,2.0,2.0,1.0
16194,2017,102506,4.0,2.0,1.0,1.0,1.0
16205,2017,102517,3.0,1.0,1.0,2.0,1.0
16229,2017,102541,3.0,2.0,1.0,1.0,1.0
16230,2017,102542,5.0,2.0,1.0,2.0,1.0
16243,2017,102555,3.0,1.0,1.0,1.0,1.0
16252,2017,102564,4.0,3.0,1.0,1.0,1.0
16267,2017,102579,3.0,1.0,1.0,2.0,1.0
16293,2017,102605,3.0,1.0,2.0,2.0,1.0
16316,2017,102628,4.0,3.0,1.0,1.0,1.0
16329,2017,102641,4.0,3.0,1.0,1.0,1.0
16348,2017,102660,3.0,2.0,1.0,1.0,1.0
16354,2017,102666,5.0,3.0,1.0,1.0,1.0
16376,2017,102688,4.0,2.0,1.0,1.0,1.0
16386,2017,102698,5.0,2.0,2.0,1.0,1.0
16393,2017,102705,5.0,3.0,1.0,1.0,1.0
16406,2017,102718,4.0,3.0,1.0,1.0,1.0
16414,2017,102726,4.0,2.0,2.0,2.0,1.0
16417,2017,102729,5.0,3.0,1.0,2.0,1.0
16426,2017,102738,4.0,2.0,1.0,1.0,1.0
16430,2017,102742,5.0,3.0,1.0,1.0,1.0
16440,2017,102752,3.0,2.0,1.0,1.0,1.0
16466,2017,102778,4.0,2.0,1.0,1.0,1.0
16477,2017,102789,2.0,1.0,1.0,2.0,1.0
16498,2017,102810,3.0,1.0,1.0,1.0,1.0
16516,2017,102828,5.0,3.0,1.0,2.0,1.0
16543,2017,102855,3.0,2.0,1.0,1.0,1.0
16558,2017,102870,4.0,3.0,1.0,1.0,1.0
16574,2017,102886,6.0,3.0,1.0,1.0,1.0
16588,2017,102900,5.0,3.0,1.0,1.0,1.0
16591,2017,102903,4.0,2.0,1.0,1.0,1.0
16609,2017,102921,3.0,2.0,1.0,2.0,1.0
16622,2017,102934,5.0,3.0,1.0,1.0,1.0
16654,2017,102966,4.0,3.0,1.0,1.0,1.0
16667,2017,102979,4.0,1.0,1.0,1.0,1.0
16681,2017,102993,4.0,2.0,1.0,2.0,1.0
16685,2017,102997,4.0,2.0,1.0,1.0,1.0
16701,2017,103013,5.0,3.0,1.0,2.0,1.0
16704,2017,103016,4.0,2.0,1.0,1.0,1.0
16706,2017,103018,4.0,2.0,1.0,1.0,1.0
16737,2017,103049,5.0,3.0,1.0,1.0,1.0
16738,2017,103050,5.0,2.0,1.0,1.0,1.0
16739,2017,103051,4.0,2.0,1.0,2.0,1.0
16754,2017,103066,3.0,1.0,1.0,1.0,1.0
16772,2017,103084,4.0,2.0,1.0,1.0,1.0
16779,2017,103091,4.0,2.0,1.0,1.0,1.0
16788,2017,103100,3.0,2.0,1.0,1.0,1.0
16814,2017,103126,3.0,1.0,1.0,1.0,1.0
16826,2017,103138,5.0,3.0,1.0,2.0,1.0
16878,2017,103190,1.0,3.0,1.0,1.0,1.0
16894,2017,103206,4.0,2.0,1.0,2.0,1.0
16927,2017,103239,5.0,3.0,1.0,1.0,1.0
16928,2017,103240,4.0,2.0,1.0,2.0,1.0
16929,2017,103241,4.0,3.0,1.0,2.0,1.0
16953,2017,103265,5.0,3.0,1.0,1.0,1.0
16957,2017,103269,3.0,1.0,1.0,1.0,1.0
16971,2017,103283,4.0,3.0,1.0,1.0,1.0
16978,2017,103290,3.0,1.0,1.0,2.0,1.0
16995,2017,103307,3.0,2.0,1.0,1.0,1.0
17033,2017,103345,3.0,1.0,2.0,2.0,1.0
17037,2017,103349,2.0,1.0,1.0,1.0,1.0
17084,2017,103396,4.0,2.0,1.0,1.0,1.0
17096,2017,103408,3.0,2.0,1.0,1.0,1.0
17108,2017,103420,2.0,1.0,2.0,2.0,1.0
17112,2017,103424,5.0,2.0,2.0,2.0,1.0
17119,2017,103431,2.0,1.0,2.0,2.0,1.0
17125,2017,103437,2.0,1.0,1.0,1.0,1.0
17139,2017,103451,3.0,1.0,1.0,1.0,1.0
17152,2017,103464,4.0,1.0,1.0,1.0,1.0
17166,2017,103478,7.0,2.0,1.0,1.0,1.0
17172,2017,103484,4.0,3.0,1.0,1.0,1.0
17240,2017,103552,5.0,3.0,2.0,1.0,1.0
17242,2017,103554,3.0,2.0,1.0,1.0,1.0
17282,2017,103594,5.0,3.0,1.0,1.0,1.0
17290,2017,103602,5.0,3.0,1.0,1.0,1.0
17299,2017,103611,4.0,2.0,1.0,1.0,1.0
17301,2017,103613,4.0,2.0,1.0,2.0,1.0
17306,2017,103618,5.0,3.0,1.0,2.0,1.0
17307,2017,103619,5.0,3.0,2.0,2.0,1.0
17319,2017,103631,4.0,3.0,1.0,1.0,1.0
17332,2017,103644,4.0,2.0,1.0,1.0,1.0
17344,2017,103656,4.0,1.0,1.0,1.0,1.0
17359,2017,103671,4.0,2.0,1.0,1.0,1.0
17362,2017,103674,5.0,3.0,1.0,1.0,1.0
17368,2017,103680,3.0,2.0,1.0,2.0,1.0
17396,2017,103708,4.0,3.0,1.0,1.0,1.0
17462,2017,103774,4.0,2.0,1.0,2.0,1.0
17466,2017,103778,3.0,2.0,1.0,2.0,1.0
17476,2017,103788,4.0,2.0,1.0,1.0,1.0
17488,2017,103800,4.0,2.0,1.0,1.0,1.0
17492,2017,103804,6.0,3.0,1.0,1.0,1.0
17498,2017,103810,5.0,3.0,1.0,1.0,1.0
17513,2017,103825,4.0,3.0,1.0,1.0,1.0
17551,2017,103863,3.0,2.0,1.0,1.0,1.0
17557,2017,103869,3.0,2.0,1.0,2.0,1.0
17596,2017,103908,5.0,3.0,1.0,1.0,1.0
17600,2017,103912,3.0,1.0,1.0,1.0,1.0
17633,2017,103945,4.0,3.0,1.0,2.0,1.0
17638,2017,103950,3.0,3.0,1.0,2.0,1.0
17648,2017,103960,4.0,2.0,2.0,2.0,1.0
17676,2017,103988,5.0,3.0,1.0,1.0,1.0
17682,2017,103994,3.0,2.0,1.0,1.0,1.0
17695,2017,104007,3.0,1.0,1.0,1.0,1.0
17729,2017,104041,3.0,1.0,1.0,1.0,1.0
17738,2017,104050,4.0,3.0,1.0,1.0,1.0
17740,2017,104052,6.0,3.0,1.0,1.0,1.0
17760,2017,104072,5.0,3.0,1.0,1.0,1.0
17767,2017,104079,3.0,1.0,1.0,1.0,1.0
17780,2017,104092,3.0,2.0,1.0,1.0,1.0
17786,2017,104098,4.0,3.0,1.0,1.0,1.0
17810,2017,104122,4.0,2.0,1.0,1.0,1.0
17861,2017,104173,5.0,3.0,1.0,2.0,1.0
17881,2017,104193,4.0,2.0,1.0,2.0,1.0
17887,2017,104199,4.0,2.0,1.0,1.0,1.0
17893,2017,104205,4.0,2.0,1.0,1.0,1.0
17904,2017,104216,2.0,1.0,1.0,1.0,1.0
17905,2017,104217,4.0,2.0,1.0,1.0,1.0
17921,2017,104233,5.0,3.0,1.0,1.0,1.0
17938,2017,104250,3.0,2.0,1.0,1.0,1.0
17968,2017,104280,4.0,2.0,1.0,1.0,1.0
18080,2017,104392,5.0,3.0,1.0,1.0,1.0
18143,2017,104455,3.0,1.0,1.0,1.0,1.0
18166,2017,104478,3.0,1.0,1.0,1.0,1.0
18175,2017,104487,4.0,3.0,1.0,1.0,1.0
18176,2017,104488,3.0,1.0,1.0,1.0,1.0
18177,2017,104489,4.0,3.0,1.0,1.0,1.0
18185,2017,104497,4.0,2.0,1.0,1.0,1.0
18196,2017,104508,3.0,1.0,1.0,1.0,1.0
18207,2017,104519,3.0,2.0,1.0,1.0,1.0
18219,2017,104531,4.0,2.0,1.0,1.0,1.0
18229,2017,104541,4.0,3.0,1.0,1.0,1.0
18233,2017,104545,4.0,3.0,1.0,1.0,1.0
18244,2017,104556,3.0,2.0,1.0,1.0,1.0
18249,2017,104561,3.0,1.0,2.0,2.0,1.0
18255,2017,104567,4.0,2.0,1.0,1.0,1.0
18288,2017,104600,4.0,2.0,1.0,1.0,1.0
18304,2017,104616,3.0,1.0,1.0,1.0,1.0
18353,2017,104665,4.0,2.0,1.0,1.0,1.0
18357,2017,104669,3.0,2.0,2.0,2.0,1.0
18361,2017,104673,4.0,2.0,1.0,2.0,1.0
18362,2017,104674,5.0,3.0,1.0,2.0,1.0
18391,2017,104703,5.0,3.0,2.0,2.0,1.0
18397,2017,104709,6.0,3.0,1.0,2.0,1.0
18399,2017,104711,4.0,3.0,1.0,1.0,1.0
18403,2017,104715,5.0,3.0,1.0,1.0,1.0
18407,2017,104719,5.0,3.0,1.0,1.0,1.0
18420,2017,104732,3.0,1.0,1.0,1.0,1.0
18436,2017,104748,2.0,1.0,1.0,1.0,1.0
18452,2017,104764,3.0,2.0,1.0,1.0,1.0
18457,2017,104769,4.0,2.0,1.0,1.0,1.0
18458,2017,104770,3.0,1.0,1.0,1.0,1.0
18463,2017,104775,2.0,1.0,1.0,1.0,1.0
18480,2017,104792,4.0,2.0,1.0,1.0,1.0
18500,2017,104812,5.0,3.0,2.0,2.0,1.0
18503,2017,104815,5.0,2.0,1.0,1.0,1.0
18522,2017,104834,2.0,1.0,1.0,1.0,1.0
18523,2017,104835,3.0,2.0,1.0,1.0,1.0
18531,2017,104843,2.0,1.0,1.0,1.0,1.0
18535,2017,104847,4.0,2.0,2.0,2.0,1.0
18541,2017,104853,4.0,2.0,1.0,1.0,1.0
18543,2017,104855,5.0,3.0,1.0,1.0,1.0
18548,2017,104860,4.0,2.0,1.0,1.0,1.0
18600,2017,104912,4.0,2.0,1.0,1.0,1.0
18601,2017,104913,4.0,2.0,1.0,2.0,1.0
18602,2017,104914,5.0,3.0,1.0,1.0,1.0
18608,2017,104920,4.0,3.0,1.0,1.0,1.0
18618,2017,104930,3.0,2.0,1.0,1.0,1.0
18619,2017,104931,3.0,2.0,1.0,1.0,1.0
18627,2017,104939,4.0,1.0,1.0,2.0,1.0
18633,2017,104945,4.0,1.0,1.0,1.0,1.0
18671,2019,104983,3.0,1.0,1.0,1.0,1.0
18712,2019,105024,3.0,1.0,1.0,1.0,1.0
18717,2019,105029,4.0,2.0,1.0,1.0,1.0
18719,2019,105031,6.0,3.0,1.0,2.0,1.0
18726,2019,105038,3.0,1.0,1.0,1.0,1.0
18771,2019,105083,5.0,2.0,2.0,2.0,1.0
18775,2019,105087,3.0,2.0,1.0,1.0,1.0
18794,2019,105106,4.0,2.0,2.0,2.0,1.0
18797,2019,105109,3.0,1.0,1.0,1.0,1.0
18800,2019,105112,2.0,1.0,1.0,1.0,1.0
18807,2019,105119,4.0,2.0,1.0,1.0,1.0
18809,2019,105121,4.0,2.0,1.0,1.0,1.0
18817,2019,105129,3.0,2.0,1.0,1.0,1.0
18832,2019,105144,5.0,3.0,1.0,1.0,1.0
18854,2019,105166,3.0,1.0,1.0,1.0,1.0
18884,2019,105196,4.0,2.0,2.0,1.0,1.0
18893,2019,105205,3.0,1.0,1.0,1.0,1.0
18900,2019,105212,5.0,2.0,1.0,1.0,1.0
18907,2019,105219,4.0,2.0,1.0,2.0,1.0
18912,2019,105224,3.0,1.0,1.0,2.0,1.0
18927,2019,105239,5.0,3.0,2.0,1.0,1.0
18930,2019,105242,5.0,3.0,2.0,1.0,1.0
18935,2019,105247,6.0,3.0,1.0,2.0,1.0
18943,2019,105255,4.0,2.0,1.0,1.0,1.0
18952,2019,105264,4.0,2.0,1.0,1.0,1.0
18974,2019,105286,4.0,2.0,1.0,1.0,1.0
19002,2019,105314,5.0,3.0,1.0,1.0,1.0
19018,2019,105330,3.0,1.0,1.0,2.0,1.0
19020,2019,105332,5.0,3.0,1.0,1.0,1.0
19028,2019,105340,3.0,1.0,1.0,1.0,1.0
19044,2019,105356,4.0,2.0,1.0,1.0,1.0
19050,2019,105362,4.0,1.0,1.0,1.0,1.0
19058,2019,105370,5.0,3.0,1.0,1.0,1.0
19082,2019,105394,4.0,2.0,1.0,2.0,1.0
19086,2019,105398,2.0,1.0,1.0,1.0,1.0
19092,2019,105404,4.0,2.0,1.0,1.0,1.0
19099,2019,105411,5.0,3.0,1.0,2.0,1.0
19107,2019,105419,4.0,3.0,1.0,1.0,1.0
19108,2019,105420,3.0,2.0,1.0,2.0,1.0
19120,2019,105432,5.0,3.0,1.0,2.0,1.0
19125,2019,105437,6.0,2.0,1.0,1.0,1.0
19130,2019,105442,4.0,2.0,1.0,1.0,1.0
19145,2019,105457,4.0,2.0,1.0,1.0,1.0
19169,2019,105481,3.0,1.0,1.0,1.0,1.0
19170,2019,105482,5.0,3.0,2.0,1.0,1.0
19182,2019,105494,4.0,1.0,1.0,1.0,1.0
19184,2019,105496,4.0,3.0,1.0,2.0,1.0
19199,2019,105511,5.0,2.0,1.0,1.0,1.0
19207,2019,105519,5.0,3.0,1.0,1.0,1.0
19211,2019,105523,3.0,2.0,1.0,1.0,1.0
19214,2019,105526,4.0,3.0,1.0,1.0,1.0
19240,2019,105552,4.0,2.0,1.0,1.0,1.0
19244,2019,105556,3.0,1.0,1.0,1.0,1.0
19246,2019,105558,4.0,3.0,1.0,1.0,1.0
19249,2019,105561,4.0,2.0,1.0,1.0,1.0
19272,2019,105584,4.0,2.0,1.0,2.0,1.0
19280,2019,105592,5.0,3.0,1.0,1.0,1.0
19295,2019,105607,5.0,3.0,1.0,1.0,1.0
19308,2019,105620,4.0,3.0,1.0,1.0,1.0
19312,2019,105624,2.0,1.0,1.0,2.0,1.0
19320,2019,105632,5.0,2.0,1.0,2.0,1.0
19332,2019,105644,6.0,3.0,1.0,1.0,1.0
19347,2019,105659,4.0,3.0,1.0,1.0,1.0
19357,2019,105669,3.0,1.0,1.0,1.0,1.0
19373,2019,105685,4.0,2.0,2.0,2.0,1.0
19375,2019,105687,4.0,2.0,1.0,1.0,1.0
19385,2019,105697,2.0,1.0,1.0,2.0,1.0
19411,2019,105723,5.0,3.0,1.0,2.0,1.0
19415,2019,105727,5.0,3.0,1.0,1.0,1.0
19419,2019,105731,5.0,3.0,1.0,1.0,1.0
19424,2019,105736,5.0,3.0,1.0,1.0,1.0
19428,2019,105740,4.0,1.0,1.0,2.0,1.0
19458,2019,105770,3.0,2.0,1.0,2.0,1.0
19459,2019,105771,3.0,2.0,1.0,1.0,1.0
19478,2019,105790,6.0,3.0,1.0,1.0,1.0
19486,2019,105798,4.0,1.0,1.0,2.0,1.0
19500,2019,105812,7.0,3.0,1.0,1.0,1.0
19518,2019,105830,5.0,3.0,1.0,2.0,1.0
19534,2019,105846,4.0,2.0,1.0,2.0,1.0
19542,2019,105854,4.0,3.0,1.0,1.0,1.0
19572,2019,105884,3.0,1.0,2.0,2.0,1.0
19605,2019,105917,4.0,2.0,2.0,2.0,1.0
19623,2019,105935,7.0,2.0,1.0,1.0,1.0
19635,2019,105947,2.0,1.0,1.0,2.0,1.0
19644,2019,105956,4.0,2.0,1.0,1.0,1.0
19646,2019,105958,5.0,2.0,1.0,1.0,1.0
19659,2019,105971,3.0,2.0,1.0,1.0,1.0
19668,2019,105980,3.0,2.0,1.0,1.0,1.0
19673,2019,105985,3.0,2.0,2.0,2.0,1.0
19678,2019,105990,4.0,2.0,1.0,2.0,1.0
19688,2019,106000,5.0,2.0,1.0,2.0,1.0
19698,2019,106010,4.0,3.0,2.0,2.0,1.0
19721,2019,106033,3.0,1.0,1.0,1.0,1.0
19744,2019,106056,2.0,1.0,1.0,2.0,1.0
19753,2019,106065,6.0,3.0,1.0,1.0,1.0
19767,2019,106079,3.0,1.0,2.0,2.0,1.0
19782,2019,106094,3.0,1.0,1.0,2.0,1.0
19792,2019,106104,3.0,1.0,1.0,2.0,1.0
19799,2019,106111,4.0,2.0,1.0,1.0,1.0
19848,2019,106160,5.0,3.0,1.0,1.0,1.0
19860,2019,106172,5.0,3.0,1.0,1.0,1.0
19863,2019,106175,5.0,2.0,1.0,1.0,1.0
19889,2019,106201,3.0,1.0,1.0,1.0,1.0
19900,2019,106212,4.0,3.0,1.0,2.0,1.0
19912,2019,106224,5.0,3.0,1.0,1.0,1.0
19941,2019,106253,4.0,2.0,1.0,1.0,1.0
19958,2019,106270,4.0,2.0,2.0,1.0,1.0
19963,2019,106275,4.0,3.0,2.0,1.0,1.0
19966,2019,106278,5.0,3.0,1.0,1.0,1.0
19973,2019,106285,4.0,3.0,1.0,1.0,1.0
19988,2019,106300,4.0,1.0,2.0,2.0,1.0
19992,2019,106304,3.0,1.0,1.0,1.0,1.0
20048,2019,106360,3.0,2.0,1.0,1.0,1.0
20061,2019,106373,3.0,1.0,1.0,1.0,1.0
20069,2019,106381,3.0,1.0,1.0,1.0,1.0
20093,2019,106405,1.0,4.0,1.0,1.0,1.0
20097,2019,106409,5.0,3.0,1.0,1.0,1.0
20102,2019,106414,5.0,3.0,1.0,1.0,1.0
20120,2019,106432,5.0,3.0,2.0,2.0,1.0
20128,2019,106440,2.0,1.0,1.0,2.0,1.0
20132,2019,106444,2.0,1.0,1.0,2.0,1.0
20150,2019,106462,5.0,3.0,2.0,2.0,1.0
20153,2019,106465,4.0,3.0,1.0,1.0,1.0
20159,2019,106471,2.0,1.0,1.0,2.0,1.0
20164,2019,106476,5.0,3.0,1.0,2.0,1.0
20171,2019,106483,4.0,2.0,1.0,1.0,1.0
20173,2019,106485,2.0,1.0,1.0,1.0,1.0
20174,2019,106486,5.0,3.0,1.0,1.0,1.0
20189,2019,106501,4.0,3.0,1.0,1.0,1.0
20219,2019,106531,5.0,3.0,1.0,1.0,1.0
20229,2019,106541,5.0,3.0,1.0,1.0,1.0
20244,2019,106556,4.0,2.0,1.0,1.0,1.0
20271,2019,106583,4.0,2.0,1.0,2.0,1.0
20274,2019,106586,3.0,1.0,1.0,2.0,1.0
20286,2019,106598,3.0,2.0,1.0,1.0,1.0
20290,2019,106602,5.0,3.0,1.0,1.0,1.0
20297,2019,106609,5.0,3.0,1.0,1.0,1.0
20307,2019,106619,4.0,3.0,1.0,1.0,1.0
20315,2019,106627,2.0,1.0,1.0,2.0,1.0
20324,2019,106636,5.0,3.0,1.0,1.0,1.0
20333,2019,106645,3.0,2.0,1.0,1.0,1.0
20345,2019,106657,5.0,3.0,1.0,1.0,1.0
20364,2019,106676,5.0,3.0,1.0,1.0,1.0
20389,2019,106701,2.0,1.0,1.0,1.0,1.0
20392,2019,106704,4.0,3.0,1.0,2.0,1.0
20411,2019,106723,3.0,2.0,1.0,1.0,1.0
20418,2019,106730,5.0,3.0,1.0,1.0,1.0
20426,2019,106738,7.0,4.0,1.0,1.0,1.0
20437,2019,106749,4.0,1.0,1.0,1.0,1.0
20461,2019,106773,2.0,1.0,1.0,1.0,1.0
20470,2019,106782,3.0,1.0,1.0,1.0,1.0
20479,2019,106791,5.0,3.0,1.0,1.0,1.0
20486,2019,106798,3.0,1.0,1.0,1.0,1.0
20494,2019,106806,3.0,2.0,2.0,2.0,1.0
20499,2019,106811,4.0,2.0,2.0,2.0,1.0
20502,2019,106814,2.0,1.0,1.0,1.0,1.0
20506,2019,106818,4.0,1.0,1.0,2.0,1.0
20521,2019,106833,4.0,2.0,1.0,2.0,1.0
20531,2019,106843,5.0,3.0,1.0,1.0,1.0
20539,2019,106851,4.0,1.0,1.0,2.0,1.0
20574,2019,106886,5.0,3.0,2.0,2.0,1.0
20576,2019,106888,3.0,2.0,1.0,1.0,1.0
20585,2019,106897,5.0,3.0,1.0,1.0,1.0
20586,2019,106898,4.0,3.0,1.0,1.0,1.0
20606,2019,106918,3.0,1.0,1.0,1.0,1.0
20610,2019,106922,4.0,3.0,1.0,1.0,1.0
20629,2019,106941,4.0,3.0,1.0,1.0,1.0
20641,2019,106953,5.0,3.0,1.0,1.0,1.0
20654,2019,106966,6.0,3.0,1.0,1.0,1.0
20658,2019,106970,1.0,3.0,1.0,2.0,1.0
20678,2019,106990,7.0,3.0,1.0,1.0,1.0
20682,2019,106994,3.0,1.0,1.0,1.0,1.0
20683,2019,106995,5.0,3.0,1.0,1.0,1.0
20684,2019,106996,4.0,3.0,1.0,1.0,1.0
20689,2019,107001,4.0,2.0,2.0,1.0,1.0
20720,2019,107032,4.0,2.0,1.0,1.0,1.0
20730,2019,107042,4.0,1.0,1.0,1.0,1.0
20736,2019,107048,3.0,1.0,1.0,1.0,1.0
20754,2019,107066,3.0,2.0,1.0,1.0,1.0
20755,2019,107067,3.0,1.0,2.0,2.0,1.0
20768,2019,107080,3.0,1.0,1.0,2.0,1.0
20779,2019,107091,5.0,3.0,1.0,1.0,1.0
20786,2019,107098,3.0,2.0,1.0,1.0,1.0
20802,2019,107114,2.0,1.0,1.0,1.0,1.0
20816,2019,107128,3.0,2.0,2.0,2.0,1.0
20881,2019,107193,3.0,1.0,1.0,1.0,1.0
20889,2019,107201,3.0,1.0,1.0,1.0,1.0
20892,2019,107204,4.0,2.0,1.0,1.0,1.0
20901,2019,107213,4.0,2.0,1.0,2.0,1.0
20937,2019,107249,2.0,1.0,1.0,1.0,1.0
20968,2019,107280,5.0,3.0,1.0,2.0,1.0
20977,2019,107289,5.0,3.0,2.0,2.0,1.0
20987,2019,107299,5.0,3.0,1.0,1.0,1.0
21003,2019,107315,5.0,3.0,2.0,2.0,1.0
21013,2019,107325,1.0,4.0,1.0,1.0,1.0
21028,2019,107340,4.0,3.0,1.0,1.0,1.0
21034,2019,107346,3.0,2.0,2.0,2.0,1.0
21045,2019,107357,5.0,3.0,1.0,1.0,1.0
21057,2019,107369,7.0,3.0,1.0,1.0,1.0
21060,2019,107372,5.0,3.0,1.0,2.0,1.0
21073,2019,107385,4.0,2.0,2.0,1.0,1.0
21074,2019,107386,3.0,1.0,1.0,1.0,1.0
21078,2019,107390,4.0,3.0,1.0,1.0,1.0
21086,2019,107398,3.0,1.0,1.0,1.0,1.0
21100,2019,107412,4.0,2.0,1.0,1.0,1.0
21112,2019,107424,5.0,3.0,1.0,1.0,1.0
21115,2019,107427,2.0,1.0,1.0,1.0,1.0
21120,2019,107432,3.0,2.0,1.0,1.0,1.0
21124,2019,107436,2.0,1.0,1.0,1.0,1.0
21137,2019,107449,3.0,2.0,2.0,2.0,1.0
21163,2019,107475,3.0,2.0,1.0,1.0,1.0
21177,2019,107489,3.0,1.0,1.0,1.0,1.0
21184,2019,107496,4.0,2.0,1.0,1.0,1.0
21189,2019,107501,2.0,1.0,2.0,2.0,1.0
21193,2019,107505,3.0,1.0,1.0,1.0,1.0
21198,2019,107510,5.0,3.0,1.0,1.0,1.0
21202,2019,107514,5.0,3.0,1.0,1.0,1.0
21203,2019,107515,5.0,3.0,1.0,1.0,1.0
21204,2019,107516,2.0,1.0,1.0,2.0,1.0
21205,2019,107517,6.0,3.0,1.0,1.0,1.0
21209,2019,107521,2.0,1.0,1.0,2.0,1.0
21213,2019,107525,3.0,1.0,1.0,1.0,1.0
21219,2019,107531,5.0,3.0,2.0,1.0,1.0
21250,2019,107562,1.0,1.0,1.0,1.0,1.0
21265,2019,107577,4.0,2.0,1.0,1.0,1.0
21283,2019,107595,3.0,1.0,1.0,1.0,1.0
21286,2019,107598,6.0,3.0,1.0,1.0,1.0
21289,2019,107601,3.0,1.0,1.0,1.0,1.0
21303,2019,107615,3.0,2.0,1.0,1.0,1.0
21327,2019,107639,4.0,2.0,1.0,1.0,1.0
21330,2019,107642,6.0,3.0,2.0,1.0,1.0
21354,2019,107666,5.0,3.0,1.0,1.0,1.0
21355,2019,107667,6.0,2.0,1.0,1.0,1.0
21357,2019,107669,4.0,3.0,1.0,1.0,1.0
21392,2019,107704,2.0,1.0,1.0,2.0,1.0
21419,2019,107731,4.0,3.0,1.0,1.0,1.0
21422,2019,107734,7.0,2.0,1.0,1.0,1.0
21453,2019,107765,4.0,2.0,1.0,1.0,1.0
21463,2019,107775,3.0,1.0,1.0,1.0,1.0
21469,2019,107781,4.0,2.0,1.0,1.0,1.0
21470,2019,107782,3.0,1.0,1.0,1.0,1.0
21489,2019,107801,5.0,3.0,1.0,1.0,1.0
21520,2019,107832,3.0,2.0,1.0,2.0,1.0
21535,2019,107847,5.0,3.0,2.0,2.0,1.0
21541,2019,107853,7.0,4.0,2.0,2.0,1.0
21618,2019,107930,3.0,1.0,1.0,1.0,1.0
21622,2019,107934,5.0,3.0,1.0,1.0,1.0
21631,2019,107943,3.0,1.0,2.0,1.0,1.0
21651,2019,107963,3.0,1.0,1.0,2.0,1.0
21652,2019,107964,4.0,2.0,1.0,1.0,1.0
21660,2019,107972,3.0,2.0,2.0,2.0,1.0
21666,2019,107978,5.0,3.0,1.0,1.0,1.0
21668,2019,107980,3.0,1.0,1.0,1.0,1.0
21684,2019,107996,3.0,1.0,1.0,1.0,1.0
21686,2019,107998,3.0,1.0,1.0,1.0,1.0
21693,2019,108005,5.0,3.0,1.0,2.0,1.0
21707,2019,108019,3.0,1.0,1.0,1.0,1.0
21718,2019,108030,4.0,2.0,1.0,1.0,1.0
21724,2019,108036,6.0,3.0,1.0,1.0,1.0
21725,2019,108037,4.0,2.0,1.0,1.0,1.0
21779,2019,108091,5.0,3.0,1.0,1.0,1.0
21795,2019,108107,2.0,1.0,1.0,2.0,1.0
21819,2019,108131,4.0,2.0,1.0,1.0,1.0
21820,2019,108132,3.0,1.0,1.0,1.0,1.0
21821,2019,108133,3.0,1.0,2.0,2.0,1.0
21822,2019,108134,3.0,2.0,1.0,1.0,1.0
21832,2019,108144,4.0,3.0,1.0,1.0,1.0
