,year,record,age,grade,consideration,plan,attempt
21886,2009,1619433,5.0,2.0,1.0,1.0,1.0
21901,2009,1619448,5.0,2.0,2.0,2.0,1.0
21903,2009,1619450,5.0,3.0,1.0,1.0,1.0
21904,2009,1619451,5.0,3.0,1.0,1.0,1.0
21906,2009,1619453,5.0,3.0,1.0,1.0,1.0
21938,2009,1619485,5.0,2.0,1.0,1.0,1.0
21968,2009,1619515,5.0,2.0,1.0,1.0,1.0
21970,2009,1619517,5.0,2.0,1.0,1.0,1.0
22011,2009,1913876,6.0,4.0,1.0,1.0,1.0
22016,2009,1913881,6.0,3.0,2.0,1.0,1.0
22055,2009,1913920,6.0,3.0,1.0,1.0,1.0
22078,2009,1913943,6.0,4.0,1.0,1.0,1.0
22079,2009,1913944,6.0,4.0,1.0,1.0,1.0
22081,2009,1913946,6.0,3.0,1.0,1.0,1.0
22130,2009,1913995,6.0,3.0,1.0,2.0,1.0
22144,2009,1914009,6.0,3.0,1.0,1.0,1.0
22154,2009,1914019,6.0,3.0,1.0,1.0,1.0
22176,2009,1914041,6.0,4.0,1.0,1.0,1.0
22195,2009,1914060,6.0,3.0,1.0,1.0,1.0
22261,2009,1914126,6.0,3.0,1.0,1.0,1.0
22277,2009,1914142,6.0,3.0,2.0,2.0,1.0
22285,2009,1914150,6.0,3.0,1.0,1.0,1.0
22288,2009,1914153,6.0,3.0,1.0,1.0,1.0
22318,2009,1914183,6.0,4.0,1.0,2.0,1.0
22387,2009,1914252,6.0,2.0,1.0,1.0,1.0
22395,2009,1914260,6.0,2.0,1.0,1.0,1.0
22444,2009,1914309,6.0,4.0,1.0,1.0,1.0
22477,2009,1914342,6.0,1.0,1.0,2.0,1.0
22486,2009,1914351,6.0,3.0,1.0,1.0,1.0
22497,2009,1914362,6.0,3.0,1.0,1.0,1.0
22603,2009,1914468,6.0,3.0,1.0,1.0,1.0
22606,2009,1914471,6.0,2.0,1.0,1.0,1.0
22608,2009,1914473,6.0,4.0,1.0,1.0,1.0
22630,2009,1914495,6.0,2.0,1.0,2.0,1.0
22663,2009,1914528,6.0,2.0,1.0,1.0,1.0
22666,2009,1914531,6.0,2.0,1.0,1.0,1.0
22667,2009,1914532,6.0,3.0,1.0,2.0,1.0
22668,2009,1914533,6.0,3.0,1.0,1.0,1.0
22687,2009,2157485,7.0,4.0,2.0,1.0,1.0
22707,2009,2157505,7.0,4.0,1.0,1.0,1.0
22738,2009,2157536,7.0,4.0,1.0,1.0,1.0
22788,2009,2157586,7.0,4.0,1.0,1.0,1.0
22791,2009,2157589,7.0,4.0,1.0,1.0,1.0
22816,2009,2157614,7.0,3.0,1.0,1.0,1.0
22843,2009,2157641,7.0,4.0,1.0,1.0,1.0
22858,2009,2157656,7.0,4.0,2.0,2.0,1.0
22873,2009,2157671,7.0,4.0,1.0,1.0,1.0
22891,2009,2157689,7.0,4.0,1.0,1.0,1.0
22894,2009,2157692,7.0,4.0,1.0,2.0,1.0
22897,2009,2157695,7.0,3.0,1.0,1.0,1.0
22909,2009,2157707,7.0,4.0,1.0,1.0,1.0
22931,2009,2157729,7.0,4.0,1.0,2.0,1.0
22952,2009,2157750,7.0,4.0,2.0,1.0,1.0
22963,2009,2157761,7.0,4.0,1.0,2.0,1.0
22965,2009,2157763,7.0,4.0,2.0,1.0,1.0
22966,2009,2157764,7.0,4.0,2.0,2.0,1.0
22979,2009,2157777,7.0,4.0,1.0,1.0,1.0
22989,2009,2157787,7.0,4.0,1.0,1.0,1.0
23011,2009,2157809,7.0,4.0,2.0,2.0,1.0
23013,2009,2157811,7.0,4.0,1.0,1.0,1.0
23026,2009,2157824,7.0,4.0,1.0,2.0,1.0
23029,2009,2157827,7.0,1.0,1.0,2.0,1.0
23033,2009,2157831,7.0,4.0,1.0,1.0,1.0
23045,2009,2157843,7.0,4.0,1.0,1.0,1.0
23057,2009,2157855,7.0,3.0,1.0,2.0,1.0
23063,2009,2157861,7.0,4.0,1.0,1.0,1.0
23088,2011,9869,5.0,3.0,1.0,1.0,1.0
23101,2011,13970,7.0,2.0,1.0,2.0,1.0
23114,2011,21052,1.0,2.0,1.0,1.0,1.0
23116,2011,21054,1.0,4.0,1.0,1.0,1.0
23117,2011,21055,1.0,4.0,1.0,2.0,1.0
23123,2011,21061,1.0,4.0,1.0,1.0,1.0
23165,2011,40485,3.0,1.0,1.0,1.0,1.0
23182,2011,40502,3.0,1.0,2.0,2.0,1.0
23199,2011,40519,3.0,1.0,1.0,2.0,1.0
23234,2011,40554,3.0,1.0,1.0,1.0,1.0
23271,2011,40591,3.0,1.0,1.0,1.0,1.0
23275,2011,40595,3.0,1.0,1.0,1.0,1.0
23351,2011,40671,3.0,1.0,2.0,2.0,1.0
23450,2011,190110,4.0,2.0,1.0,1.0,1.0
23456,2011,190116,4.0,1.0,1.0,1.0,1.0
23495,2011,190155,4.0,1.0,1.0,1.0,1.0
23536,2011,190196,4.0,1.0,1.0,1.0,1.0
23537,2011,190197,4.0,1.0,1.0,1.0,1.0
23554,2011,190214,4.0,1.0,2.0,2.0,1.0
23591,2011,190251,4.0,1.0,2.0,1.0,1.0
23611,2011,190271,4.0,1.0,1.0,1.0,1.0
23635,2011,190295,4.0,1.0,1.0,1.0,1.0
23650,2011,190310,4.0,2.0,1.0,1.0,1.0
23725,2011,190385,4.0,2.0,1.0,1.0,1.0
23763,2011,190423,4.0,1.0,2.0,2.0,1.0
23798,2011,190458,4.0,2.0,1.0,1.0,1.0
23859,2011,190519,4.0,2.0,1.0,1.0,1.0
23868,2011,190528,4.0,1.0,1.0,2.0,1.0
23941,2011,190601,4.0,2.0,1.0,2.0,1.0
23997,2011,190657,4.0,1.0,1.0,1.0,1.0
23999,2011,190659,4.0,1.0,1.0,1.0,1.0
24021,2011,190681,4.0,1.0,1.0,1.0,1.0
24033,2011,190693,4.0,2.0,1.0,1.0,1.0
24044,2011,190704,4.0,2.0,1.0,1.0,1.0
24047,2011,190707,4.0,3.0,1.0,1.0,1.0
24060,2011,190720,4.0,1.0,1.0,1.0,1.0
24090,2011,190750,4.0,1.0,2.0,2.0,1.0
24101,2011,190761,4.0,1.0,1.0,1.0,1.0
24118,2011,190778,4.0,1.0,1.0,2.0,1.0
24130,2011,190790,4.0,2.0,1.0,1.0,1.0
24163,2011,468989,5.0,2.0,1.0,1.0,1.0
24183,2011,469009,5.0,2.0,2.0,1.0,1.0
24186,2011,469012,5.0,2.0,1.0,1.0,1.0
24224,2011,469050,5.0,2.0,2.0,1.0,1.0
24292,2011,469118,5.0,2.0,1.0,1.0,1.0
24344,2011,469170,5.0,2.0,1.0,1.0,1.0
24356,2011,469182,5.0,3.0,1.0,1.0,1.0
24389,2011,469215,5.0,1.0,1.0,1.0,1.0
24547,2011,469373,5.0,1.0,1.0,1.0,1.0
24553,2011,469379,5.0,3.0,2.0,1.0,1.0
24554,2011,469380,5.0,3.0,2.0,1.0,1.0
24566,2011,469392,5.0,2.0,1.0,1.0,1.0
24583,2011,469409,5.0,2.0,1.0,1.0,1.0
24610,2011,469436,5.0,1.0,1.0,2.0,1.0
24611,2011,469437,5.0,1.0,1.0,1.0,1.0
24619,2011,469445,5.0,3.0,2.0,2.0,1.0
24634,2011,469460,5.0,1.0,1.0,1.0,1.0
24645,2011,469471,5.0,2.0,1.0,1.0,1.0
24692,2011,469518,5.0,2.0,1.0,1.0,1.0
24709,2011,469535,5.0,3.0,2.0,1.0,1.0
24720,2011,469546,5.0,1.0,1.0,1.0,1.0
24727,2011,469553,5.0,2.0,2.0,2.0,1.0
24734,2011,469560,5.0,2.0,1.0,1.0,1.0
24744,2011,469570,5.0,1.0,1.0,1.0,1.0
24754,2011,469580,5.0,2.0,1.0,1.0,1.0
24758,2011,469584,5.0,2.0,1.0,2.0,1.0
24764,2011,469590,5.0,3.0,1.0,1.0,1.0
24779,2011,469605,5.0,2.0,1.0,1.0,1.0
24861,2011,469687,5.0,2.0,1.0,1.0,1.0
24919,2011,751714,6.0,4.0,2.0,2.0,1.0
24943,2011,751738,6.0,4.0,1.0,1.0,1.0
24968,2011,751763,6.0,3.0,1.0,1.0,1.0
24973,2011,751768,6.0,4.0,2.0,1.0,1.0
24980,2011,751775,6.0,3.0,1.0,1.0,1.0
24982,2011,751777,6.0,3.0,1.0,1.0,1.0
25014,2011,751809,6.0,4.0,1.0,1.0,1.0
25055,2011,751850,6.0,4.0,2.0,1.0,1.0
25081,2011,751876,6.0,4.0,1.0,1.0,1.0
25101,2011,751896,6.0,4.0,1.0,1.0,1.0
25109,2011,751904,6.0,3.0,1.0,2.0,1.0
25125,2011,751920,6.0,2.0,1.0,1.0,1.0
25153,2011,751948,6.0,3.0,1.0,1.0,1.0
25154,2011,751949,6.0,4.0,1.0,1.0,1.0
25180,2011,751975,6.0,3.0,1.0,1.0,1.0
25189,2011,751984,6.0,3.0,1.0,1.0,1.0
25193,2011,751988,6.0,4.0,1.0,2.0,1.0
25206,2011,752001,6.0,3.0,1.0,1.0,1.0
25207,2011,752002,6.0,3.0,1.0,1.0,1.0
25218,2011,752013,6.0,3.0,1.0,1.0,1.0
25230,2011,752025,6.0,4.0,1.0,1.0,1.0
25262,2011,752057,6.0,3.0,1.0,1.0,1.0
25277,2011,752072,6.0,3.0,1.0,1.0,1.0
25279,2011,752074,6.0,3.0,1.0,1.0,1.0
25309,2011,752104,6.0,3.0,1.0,1.0,1.0
25348,2011,752143,6.0,3.0,1.0,1.0,1.0
25362,2011,752157,6.0,3.0,2.0,2.0,1.0
25373,2011,752168,6.0,3.0,1.0,1.0,1.0
25375,2011,752170,6.0,2.0,1.0,1.0,1.0
25461,2011,752256,6.0,3.0,1.0,1.0,1.0
25462,2011,752257,6.0,4.0,1.0,1.0,1.0
25480,2011,752275,6.0,3.0,2.0,2.0,1.0
25499,2011,752294,6.0,3.0,1.0,1.0,1.0
25500,2011,752295,6.0,3.0,1.0,1.0,1.0
25550,2011,752345,6.0,3.0,2.0,1.0,1.0
25557,2011,752352,6.0,3.0,1.0,1.0,1.0
25586,2011,752381,6.0,4.0,1.0,1.0,1.0
25634,2011,992696,7.0,1.0,1.0,1.0,1.0
25656,2011,992718,7.0,4.0,1.0,1.0,1.0
25673,2011,992735,7.0,3.0,2.0,2.0,1.0
25680,2011,992742,7.0,4.0,1.0,1.0,1.0
25722,2011,992784,7.0,4.0,1.0,1.0,1.0
25759,2011,992821,7.0,4.0,1.0,1.0,1.0
25780,2011,992842,7.0,4.0,1.0,1.0,1.0
25790,2011,992852,7.0,4.0,1.0,1.0,1.0
25794,2011,992856,7.0,3.0,1.0,1.0,1.0
25798,2011,992860,7.0,4.0,2.0,2.0,1.0
25829,2011,992891,7.0,4.0,1.0,2.0,1.0
25830,2011,992892,7.0,4.0,1.0,1.0,1.0
25842,2011,992904,7.0,4.0,1.0,1.0,1.0
25860,2011,992922,7.0,4.0,1.0,1.0,1.0
25862,2011,992924,7.0,4.0,1.0,1.0,1.0
25878,2011,992940,7.0,4.0,1.0,1.0,1.0
25879,2011,992941,7.0,2.0,2.0,2.0,1.0
25882,2011,992944,7.0,3.0,1.0,2.0,1.0
25903,2011,992965,7.0,4.0,2.0,1.0,1.0
25911,2011,992973,7.0,4.0,1.0,1.0,1.0
25955,2011,993017,7.0,4.0,2.0,1.0,1.0
25977,2011,993039,7.0,4.0,1.0,1.0,1.0
25982,2011,993044,7.0,2.0,2.0,2.0,1.0
26003,2011,993065,7.0,4.0,1.0,1.0,1.0
26004,2011,993066,7.0,4.0,2.0,1.0,1.0
26032,2011,993094,7.0,4.0,2.0,1.0,1.0
26036,2011,993098,7.0,3.0,2.0,1.0,1.0
26059,2011,1118181,1.0,4.0,1.0,1.0,1.0
26064,2011,1118186,1.0,4.0,1.0,1.0,1.0
26071,2011,1121359,2.0,4.0,2.0,2.0,1.0
26081,2011,1140631,3.0,1.0,1.0,2.0,1.0
26098,2011,1140648,3.0,1.0,1.0,2.0,1.0
26110,2011,1140660,3.0,1.0,1.0,1.0,1.0
26111,2011,1140661,3.0,1.0,1.0,2.0,1.0
26121,2011,1140671,3.0,1.0,1.0,1.0,1.0
26146,2011,1140696,3.0,1.0,1.0,1.0,1.0
26243,2011,1140793,3.0,1.0,1.0,1.0,1.0
26255,2011,1140805,3.0,1.0,1.0,1.0,1.0
26256,2011,1140806,3.0,1.0,2.0,1.0,1.0
26277,2011,1140827,3.0,1.0,1.0,1.0,1.0
26299,2011,1140849,3.0,1.0,1.0,1.0,1.0
26310,2011,1140860,3.0,1.0,1.0,1.0,1.0
26328,2011,1140878,3.0,1.0,1.0,2.0,1.0
26335,2011,1140885,3.0,1.0,1.0,1.0,1.0
26337,2011,1140887,3.0,1.0,1.0,1.0,1.0
26345,2011,1140895,3.0,1.0,1.0,1.0,1.0
26348,2011,1140898,3.0,1.0,1.0,1.0,1.0
26355,2011,1140905,3.0,1.0,1.0,1.0,1.0
26356,2011,1140906,3.0,1.0,1.0,1.0,1.0
26388,2011,1140938,3.0,1.0,1.0,2.0,1.0
26403,2011,1318301,4.0,2.0,1.0,1.0,1.0
26413,2011,1318311,4.0,1.0,1.0,1.0,1.0
26419,2011,1318317,4.0,2.0,1.0,1.0,1.0
26423,2011,1318321,4.0,1.0,1.0,1.0,1.0
26436,2011,1318334,4.0,2.0,1.0,1.0,1.0
26447,2011,1318345,4.0,2.0,1.0,1.0,1.0
26450,2011,1318348,4.0,2.0,1.0,1.0,1.0
26461,2011,1318359,4.0,1.0,2.0,2.0,1.0
26464,2011,1318362,4.0,2.0,2.0,2.0,1.0
26478,2011,1318376,4.0,1.0,1.0,2.0,1.0
26494,2011,1318392,4.0,1.0,1.0,1.0,1.0
26506,2011,1318404,4.0,1.0,1.0,1.0,1.0
26507,2011,1318405,4.0,1.0,1.0,2.0,1.0
26509,2011,1318407,4.0,2.0,1.0,1.0,1.0
26514,2011,1318412,4.0,1.0,2.0,2.0,1.0
26517,2011,1318415,4.0,1.0,1.0,1.0,1.0
26522,2011,1318420,4.0,2.0,1.0,2.0,1.0
26547,2011,1318445,4.0,1.0,1.0,1.0,1.0
26554,2011,1318452,4.0,1.0,1.0,2.0,1.0
26556,2011,1318454,4.0,1.0,1.0,1.0,1.0
26565,2011,1318463,4.0,1.0,1.0,2.0,1.0
26567,2011,1318465,4.0,2.0,1.0,2.0,1.0
26578,2011,1318476,4.0,1.0,1.0,1.0,1.0
26583,2011,1318481,4.0,2.0,1.0,2.0,1.0
26612,2011,1318510,4.0,2.0,1.0,1.0,1.0
26615,2011,1318513,4.0,1.0,1.0,1.0,1.0
26632,2011,1318530,4.0,2.0,1.0,1.0,1.0
26699,2011,1318597,4.0,2.0,2.0,1.0,1.0
26700,2011,1318598,4.0,2.0,1.0,2.0,1.0
26704,2011,1318602,4.0,1.0,1.0,1.0,1.0
26717,2011,1318615,4.0,1.0,1.0,1.0,1.0
26740,2011,1318638,4.0,2.0,2.0,1.0,1.0
26748,2011,1318646,4.0,2.0,1.0,1.0,1.0
26773,2011,1318671,4.0,2.0,1.0,1.0,1.0
26777,2011,1318675,4.0,1.0,1.0,2.0,1.0
26796,2011,1318694,4.0,2.0,1.0,1.0,1.0
26805,2011,1318703,4.0,1.0,1.0,1.0,1.0
26821,2011,1318719,4.0,1.0,1.0,1.0,1.0
26830,2011,1318728,4.0,2.0,1.0,1.0,1.0
26845,2011,1318743,4.0,2.0,1.0,1.0,1.0
26898,2011,1318796,4.0,1.0,1.0,2.0,1.0
26945,2011,1318843,4.0,2.0,1.0,1.0,1.0
26949,2011,1318847,4.0,2.0,1.0,2.0,1.0
26971,2011,1318869,4.0,1.0,1.0,1.0,1.0
26991,2011,1318889,4.0,1.0,1.0,1.0,1.0
27050,2011,1318948,4.0,2.0,1.0,2.0,1.0
27055,2011,1318953,4.0,1.0,1.0,1.0,1.0
27066,2011,1318964,4.0,1.0,1.0,2.0,1.0
27078,2011,1318976,4.0,2.0,1.0,1.0,1.0
27084,2011,1318982,4.0,1.0,1.0,1.0,1.0
27101,2011,1318999,4.0,1.0,2.0,2.0,1.0
27105,2011,1319003,4.0,1.0,1.0,1.0,1.0
27116,2011,1319014,4.0,2.0,1.0,2.0,1.0
27141,2011,1319039,4.0,1.0,1.0,1.0,1.0
27148,2011,1319046,4.0,2.0,1.0,2.0,1.0
27160,2011,1319058,4.0,2.0,1.0,1.0,1.0
27192,2011,1319090,4.0,3.0,1.0,1.0,1.0
27213,2011,1319111,4.0,2.0,1.0,1.0,1.0
27249,2011,1319147,4.0,1.0,1.0,2.0,1.0
27253,2011,1619528,5.0,3.0,1.0,1.0,1.0
27258,2011,1619533,5.0,2.0,1.0,2.0,1.0
27291,2011,1619566,5.0,2.0,1.0,1.0,1.0
27302,2011,1619577,5.0,3.0,2.0,1.0,1.0
27315,2011,1619590,5.0,2.0,1.0,1.0,1.0
27316,2011,1619591,5.0,3.0,2.0,2.0,1.0
27317,2011,1619592,5.0,3.0,1.0,2.0,1.0
27350,2011,1619625,5.0,2.0,1.0,1.0,1.0
27367,2011,1619642,5.0,3.0,1.0,1.0,1.0
27368,2011,1619643,5.0,2.0,1.0,1.0,1.0
27378,2011,1619653,5.0,2.0,1.0,1.0,1.0
27390,2011,1619665,5.0,2.0,1.0,2.0,1.0
27417,2011,1619692,5.0,3.0,1.0,1.0,1.0
27422,2011,1619697,5.0,2.0,1.0,1.0,1.0
27432,2011,1619707,5.0,2.0,1.0,1.0,1.0
27433,2011,1619708,5.0,3.0,1.0,1.0,1.0
27434,2011,1619709,5.0,1.0,1.0,1.0,1.0
27436,2011,1619711,5.0,2.0,1.0,1.0,1.0
27437,2011,1619712,5.0,3.0,1.0,1.0,1.0
27475,2011,1619750,5.0,3.0,1.0,1.0,1.0
27494,2011,1619769,5.0,2.0,1.0,1.0,1.0
27517,2011,1619792,5.0,2.0,2.0,1.0,1.0
27521,2011,1619796,5.0,3.0,1.0,1.0,1.0
27528,2011,1619803,5.0,1.0,1.0,1.0,1.0
27529,2011,1619804,5.0,2.0,2.0,1.0,1.0
27533,2011,1619808,5.0,1.0,1.0,1.0,1.0
27563,2011,1619838,5.0,2.0,2.0,2.0,1.0
27574,2011,1619849,5.0,3.0,2.0,1.0,1.0
27591,2011,1619866,5.0,2.0,1.0,1.0,1.0
27613,2011,1619888,5.0,2.0,1.0,1.0,1.0
27624,2011,1619899,5.0,3.0,1.0,1.0,1.0
27625,2011,1619900,5.0,3.0,1.0,1.0,1.0
27628,2011,1619903,5.0,3.0,1.0,1.0,1.0
27630,2011,1619905,5.0,3.0,1.0,1.0,1.0
27647,2011,1619922,5.0,2.0,2.0,2.0,1.0
27675,2011,1619950,5.0,2.0,1.0,1.0,1.0
27695,2011,1619970,5.0,3.0,1.0,1.0,1.0
27697,2011,1619972,5.0,2.0,1.0,1.0,1.0
27700,2011,1619975,5.0,2.0,1.0,1.0,1.0
27715,2011,1619990,5.0,2.0,1.0,2.0,1.0
27737,2011,1620012,5.0,1.0,1.0,2.0,1.0
27746,2011,1620021,5.0,2.0,1.0,1.0,1.0
27772,2011,1620047,5.0,1.0,1.0,2.0,1.0
27773,2011,1620048,5.0,2.0,1.0,1.0,1.0
27781,2011,1620056,5.0,3.0,1.0,1.0,1.0
27819,2011,1620094,5.0,3.0,1.0,2.0,1.0
27836,2011,1620111,5.0,3.0,1.0,1.0,1.0
27841,2011,1620116,5.0,3.0,1.0,1.0,1.0
27852,2011,1620127,5.0,2.0,1.0,1.0,1.0
27864,2011,1620139,5.0,1.0,1.0,1.0,1.0
27898,2011,1620173,5.0,2.0,1.0,1.0,1.0
27914,2011,1620189,5.0,2.0,1.0,1.0,1.0
27923,2011,1620198,5.0,2.0,1.0,1.0,1.0
27926,2011,1620201,5.0,3.0,1.0,1.0,1.0
27939,2011,1620214,5.0,1.0,1.0,2.0,1.0
27943,2011,1620218,5.0,2.0,1.0,2.0,1.0
27944,2011,1620219,5.0,3.0,1.0,1.0,1.0
27955,2011,1620230,5.0,2.0,2.0,1.0,1.0
27956,2011,1620231,5.0,1.0,2.0,2.0,1.0
27966,2011,1620241,5.0,1.0,1.0,1.0,1.0
27984,2011,1620259,5.0,2.0,1.0,1.0,1.0
28002,2011,1620277,5.0,2.0,1.0,2.0,1.0
28041,2011,1620316,5.0,2.0,1.0,1.0,1.0
28054,2011,1620329,5.0,1.0,1.0,1.0,1.0
28060,2011,1620335,5.0,3.0,1.0,1.0,1.0
28063,2011,1620338,5.0,2.0,1.0,1.0,1.0
28144,2011,1914595,6.0,3.0,1.0,1.0,1.0
28148,2011,1914599,6.0,4.0,1.0,2.0,1.0
28154,2011,1914605,6.0,3.0,1.0,2.0,1.0
28157,2011,1914608,6.0,2.0,1.0,2.0,1.0
28179,2011,1914630,6.0,4.0,1.0,2.0,1.0
28194,2011,1914645,6.0,4.0,2.0,1.0,1.0
28200,2011,1914651,6.0,4.0,1.0,1.0,1.0
28211,2011,1914662,6.0,3.0,1.0,1.0,1.0
28224,2011,1914675,6.0,3.0,1.0,2.0,1.0
28227,2011,1914678,6.0,2.0,1.0,1.0,1.0
28237,2011,1914688,6.0,2.0,2.0,2.0,1.0
28292,2011,1914743,6.0,3.0,1.0,1.0,1.0
28318,2011,1914769,6.0,2.0,1.0,1.0,1.0
28324,2011,1914775,6.0,4.0,1.0,1.0,1.0
28328,2011,1914779,6.0,3.0,1.0,2.0,1.0
28342,2011,1914793,6.0,3.0,1.0,1.0,1.0
28372,2011,1914823,6.0,3.0,2.0,1.0,1.0
28374,2011,1914825,6.0,4.0,1.0,1.0,1.0
28384,2011,1914835,6.0,4.0,1.0,1.0,1.0
28396,2011,1914847,6.0,3.0,1.0,1.0,1.0
28434,2011,1914885,6.0,3.0,1.0,1.0,1.0
28444,2011,1914895,6.0,3.0,1.0,1.0,1.0
28488,2011,1914939,6.0,3.0,1.0,1.0,1.0
28499,2011,1914950,6.0,3.0,1.0,1.0,1.0
28523,2011,1914974,6.0,3.0,1.0,2.0,1.0
28527,2011,1914978,6.0,4.0,1.0,1.0,1.0
28549,2011,1915000,6.0,3.0,1.0,1.0,1.0
28554,2011,1915005,6.0,2.0,1.0,1.0,1.0
28566,2011,1915017,6.0,4.0,1.0,1.0,1.0
28573,2011,1915024,6.0,3.0,1.0,1.0,1.0
28596,2011,1915047,6.0,3.0,1.0,2.0,1.0
28614,2011,1915065,6.0,2.0,1.0,2.0,1.0
28629,2011,1915080,6.0,3.0,1.0,1.0,1.0
28639,2011,1915090,6.0,4.0,1.0,1.0,1.0
28643,2011,1915094,6.0,4.0,1.0,1.0,1.0
28647,2011,1915098,6.0,3.0,1.0,1.0,1.0
28654,2011,1915105,6.0,3.0,1.0,2.0,1.0
28677,2011,1915128,6.0,4.0,1.0,1.0,1.0
28685,2011,1915136,6.0,3.0,1.0,1.0,1.0
28711,2011,1915162,6.0,3.0,1.0,1.0,1.0
28714,2011,1915165,6.0,3.0,1.0,2.0,1.0
28718,2011,1915169,6.0,3.0,1.0,1.0,1.0
28720,2011,1915171,6.0,3.0,1.0,1.0,1.0
28733,2011,1915184,6.0,3.0,1.0,2.0,1.0
28734,2011,1915185,6.0,1.0,1.0,1.0,1.0
28738,2011,1915189,6.0,4.0,2.0,2.0,1.0
28760,2011,1915211,6.0,2.0,1.0,1.0,1.0
28767,2011,1915218,6.0,4.0,1.0,1.0,1.0
28772,2011,1915223,6.0,3.0,1.0,1.0,1.0
28777,2011,1915228,6.0,3.0,1.0,1.0,1.0
28785,2011,1915236,6.0,3.0,1.0,2.0,1.0
28786,2011,1915237,6.0,3.0,1.0,1.0,1.0
28802,2011,1915253,6.0,3.0,1.0,1.0,1.0
28804,2011,1915255,6.0,2.0,1.0,1.0,1.0
28808,2011,1915259,6.0,3.0,1.0,1.0,1.0
28820,2011,1915271,6.0,4.0,1.0,1.0,1.0
28821,2011,1915272,6.0,3.0,1.0,1.0,1.0
28831,2011,1915282,6.0,3.0,1.0,2.0,1.0
28856,2011,2157877,7.0,3.0,1.0,2.0,1.0
28863,2011,2157884,7.0,4.0,1.0,1.0,1.0
28870,2011,2157891,7.0,4.0,1.0,1.0,1.0
28903,2011,2157924,7.0,3.0,2.0,1.0,1.0
28942,2011,2157963,7.0,3.0,1.0,1.0,1.0
28957,2011,2157978,7.0,4.0,1.0,1.0,1.0
28962,2011,2157983,7.0,4.0,1.0,1.0,1.0
28998,2011,2158019,7.0,4.0,1.0,1.0,1.0
29022,2011,2158043,7.0,4.0,2.0,1.0,1.0
29064,2011,2158085,7.0,4.0,1.0,2.0,1.0
29075,2011,2158096,7.0,4.0,1.0,1.0,1.0
29096,2011,2158117,7.0,4.0,1.0,1.0,1.0
29098,2011,2158119,7.0,3.0,2.0,2.0,1.0
29125,2011,2158146,7.0,4.0,1.0,1.0,1.0
29148,2011,2158169,7.0,4.0,1.0,2.0,1.0
29159,2011,2158180,7.0,4.0,1.0,1.0,1.0
29168,2011,2158189,7.0,4.0,1.0,1.0,1.0
29206,2011,2158227,7.0,3.0,1.0,1.0,1.0
29209,2011,2158230,7.0,4.0,1.0,1.0,1.0
29245,2011,2158266,7.0,4.0,2.0,2.0,1.0
29253,2011,2158274,7.0,3.0,2.0,2.0,1.0
29264,2011,2158285,7.0,2.0,1.0,1.0,1.0
29266,2011,2158287,7.0,1.0,1.0,1.0,1.0
29277,2011,2158298,7.0,3.0,1.0,1.0,1.0
29293,2013,5977,3.0,1.0,1.0,2.0,1.0
29305,2013,9878,5.0,2.0,1.0,1.0,1.0
29313,2013,9886,5.0,3.0,2.0,2.0,1.0
29317,2013,12093,6.0,3.0,1.0,1.0,1.0
29323,2013,12099,6.0,3.0,1.0,1.0,1.0
29330,2013,13979,7.0,4.0,1.0,1.0,1.0
29332,2013,13981,7.0,3.0,2.0,1.0,1.0
29405,2013,40766,3.0,1.0,1.0,1.0,1.0
29406,2013,40767,3.0,1.0,1.0,1.0,1.0
29456,2013,40817,3.0,1.0,2.0,2.0,1.0
29508,2013,40869,3.0,1.0,1.0,1.0,1.0
29576,2013,40937,3.0,1.0,1.0,1.0,1.0
29592,2013,40953,3.0,1.0,1.0,1.0,1.0
29637,2013,40998,3.0,1.0,1.0,2.0,1.0
29664,2013,190815,4.0,3.0,1.0,1.0,1.0
29669,2013,190820,4.0,1.0,2.0,1.0,1.0
29692,2013,190843,4.0,2.0,2.0,1.0,1.0
29699,2013,190850,4.0,1.0,1.0,1.0,1.0
29721,2013,190872,4.0,2.0,1.0,1.0,1.0
29745,2013,190896,4.0,1.0,1.0,1.0,1.0
29765,2013,190916,4.0,2.0,1.0,1.0,1.0
29785,2013,190936,4.0,1.0,2.0,1.0,1.0
29812,2013,190963,4.0,1.0,2.0,1.0,1.0
29814,2013,190965,4.0,2.0,1.0,2.0,1.0
29826,2013,190977,4.0,2.0,1.0,1.0,1.0
29857,2013,191008,4.0,2.0,1.0,1.0,1.0
29894,2013,191045,4.0,1.0,1.0,2.0,1.0
29895,2013,191046,4.0,2.0,1.0,2.0,1.0
29898,2013,191049,4.0,1.0,1.0,1.0,1.0
29914,2013,191065,4.0,1.0,1.0,1.0,1.0
29921,2013,191072,4.0,1.0,1.0,1.0,1.0
29997,2013,191148,4.0,1.0,1.0,1.0,1.0
30005,2013,191156,4.0,1.0,1.0,2.0,1.0
30061,2013,191212,4.0,1.0,1.0,2.0,1.0
30068,2013,191219,4.0,2.0,1.0,2.0,1.0
30070,2013,191221,4.0,1.0,2.0,2.0,1.0
30077,2013,191228,4.0,1.0,1.0,1.0,1.0
30086,2013,191237,4.0,1.0,1.0,1.0,1.0
30094,2013,191245,4.0,1.0,1.0,2.0,1.0
30154,2013,191305,4.0,1.0,1.0,2.0,1.0
30215,2013,191366,4.0,2.0,1.0,1.0,1.0
30225,2013,191376,4.0,3.0,1.0,1.0,1.0
