,year,record,age,grade,consideration,plan,attempt
6729,2003,1316011,4.0,1.0,1.0,1.0,1.0
6732,2003,1316014,4.0,1.0,1.0,1.0,1.0
6746,2003,1316028,4.0,1.0,1.0,1.0,1.0
6747,2003,1316029,4.0,2.0,1.0,1.0,1.0
6749,2003,1316031,4.0,1.0,1.0,1.0,1.0
6752,2003,1316034,4.0,3.0,1.0,1.0,1.0
6760,2003,1316042,4.0,1.0,1.0,1.0,1.0
6762,2003,1316044,4.0,2.0,1.0,1.0,1.0
6769,2003,1316051,4.0,2.0,1.0,1.0,1.0
6770,2003,1316052,4.0,1.0,1.0,1.0,1.0
6771,2003,1316053,4.0,1.0,1.0,2.0,1.0
6786,2003,1316068,4.0,1.0,1.0,1.0,1.0
6795,2003,1316077,4.0,1.0,1.0,1.0,1.0
6803,2003,1316085,4.0,2.0,1.0,1.0,1.0
6816,2003,1316098,4.0,2.0,1.0,1.0,1.0
6818,2003,1316100,4.0,1.0,1.0,2.0,1.0
6822,2003,1316104,4.0,2.0,1.0,2.0,1.0
6833,2003,1316115,4.0,1.0,1.0,1.0,1.0
6837,2003,1316119,4.0,1.0,1.0,1.0,1.0
6838,2003,1316120,4.0,1.0,1.0,1.0,1.0
6856,2003,1316138,4.0,1.0,1.0,1.0,1.0
6857,2003,1316139,4.0,1.0,1.0,1.0,1.0
6882,2003,1316164,4.0,2.0,1.0,2.0,1.0
6893,2003,1316175,4.0,2.0,1.0,1.0,1.0
6904,2003,1316186,4.0,1.0,1.0,1.0,1.0
6910,2003,1316192,4.0,2.0,1.0,1.0,1.0
6912,2003,1316194,4.0,1.0,1.0,1.0,1.0
6914,2003,1316196,4.0,2.0,1.0,1.0,1.0
6927,2003,1316209,4.0,1.0,1.0,2.0,1.0
6930,2003,1316212,4.0,1.0,1.0,1.0,1.0
6948,2003,1316230,4.0,1.0,1.0,1.0,1.0
6975,2003,1616884,5.0,2.0,1.0,1.0,1.0
6987,2003,1616896,5.0,3.0,2.0,1.0,1.0
7003,2003,1616912,5.0,3.0,1.0,2.0,1.0
7013,2003,1616922,5.0,1.0,1.0,1.0,1.0
7020,2003,1616929,5.0,2.0,1.0,1.0,1.0
7024,2003,1616933,5.0,2.0,1.0,1.0,1.0
7033,2003,1616942,5.0,2.0,1.0,1.0,1.0
7039,2003,1616948,5.0,3.0,1.0,1.0,1.0
7057,2003,1616966,5.0,1.0,1.0,2.0,1.0
7060,2003,1616969,5.0,2.0,1.0,1.0,1.0
7065,2003,1616974,5.0,3.0,1.0,1.0,1.0
7070,2003,1616979,5.0,2.0,1.0,1.0,1.0
7087,2003,1616996,5.0,3.0,1.0,1.0,1.0
7088,2003,1616997,5.0,3.0,1.0,1.0,1.0
7089,2003,1616998,5.0,2.0,2.0,1.0,1.0
7095,2003,1617004,5.0,1.0,1.0,1.0,1.0
7100,2003,1617009,5.0,2.0,1.0,1.0,1.0
7104,2003,1617013,5.0,1.0,1.0,1.0,1.0
7114,2003,1617023,5.0,3.0,1.0,1.0,1.0
7122,2003,1617031,5.0,1.0,1.0,1.0,1.0
7133,2003,1617042,5.0,2.0,1.0,1.0,1.0
7151,2003,1617060,5.0,2.0,2.0,1.0,1.0
7173,2003,1617082,5.0,3.0,1.0,1.0,1.0
7174,2003,1617083,5.0,2.0,1.0,1.0,1.0
7189,2003,1617098,5.0,2.0,1.0,1.0,1.0
7202,2003,1617111,5.0,2.0,1.0,1.0,1.0
7209,2003,1617118,5.0,3.0,1.0,1.0,1.0
7267,2003,1617176,5.0,2.0,1.0,1.0,1.0
7274,2003,1617183,5.0,2.0,1.0,2.0,1.0
7279,2003,1617188,5.0,2.0,1.0,1.0,1.0
7280,2003,1617189,5.0,3.0,1.0,1.0,1.0
7281,2003,1617190,5.0,2.0,2.0,2.0,1.0
7290,2003,1617199,5.0,2.0,1.0,1.0,1.0
7298,2003,1617207,5.0,2.0,2.0,2.0,1.0
7306,2003,1617215,5.0,3.0,1.0,1.0,1.0
7331,2003,1617240,5.0,2.0,1.0,1.0,1.0
7333,2003,1617242,5.0,2.0,1.0,1.0,1.0
7338,2003,1617247,5.0,1.0,1.0,1.0,1.0
7341,2003,1617250,5.0,2.0,1.0,1.0,1.0
7347,2003,1617256,5.0,3.0,1.0,1.0,1.0
7356,2003,1617265,5.0,3.0,1.0,2.0,1.0
7365,2003,1617274,5.0,2.0,1.0,1.0,1.0
7371,2003,1617280,5.0,3.0,1.0,1.0,1.0
7388,2003,1617297,5.0,2.0,1.0,1.0,1.0
7406,2003,1617315,5.0,2.0,1.0,1.0,1.0
7424,2003,1617333,5.0,2.0,1.0,1.0,1.0
7425,2003,1617334,5.0,2.0,1.0,2.0,1.0
7444,2003,1617353,5.0,3.0,1.0,1.0,1.0
7454,2003,1617363,5.0,2.0,1.0,2.0,1.0
7459,2003,1617368,5.0,2.0,1.0,2.0,1.0
7467,2003,1617376,5.0,2.0,1.0,1.0,1.0
7472,2003,1617381,5.0,2.0,1.0,2.0,1.0
7481,2003,1617390,5.0,3.0,1.0,1.0,1.0
7493,2003,1617402,5.0,1.0,2.0,2.0,1.0
7499,2003,1617410,5.0,2.0,1.0,2.0,1.0
7513,2003,1617454,5.0,2.0,1.0,1.0,1.0
7514,2003,1617455,5.0,1.0,1.0,1.0,1.0
7526,2003,1617467,5.0,3.0,1.0,1.0,1.0
7537,2003,1617432,5.0,1.0,1.0,1.0,1.0
7543,2003,1617438,5.0,2.0,1.0,1.0,1.0
7548,2003,1617443,5.0,1.0,1.0,1.0,1.0
7553,2003,1617448,5.0,3.0,1.0,1.0,1.0
7577,2003,1912298,6.0,3.0,1.0,1.0,1.0
7578,2003,1912299,6.0,3.0,1.0,1.0,1.0
7584,2003,1912305,6.0,3.0,1.0,1.0,1.0
7598,2003,1912319,6.0,3.0,1.0,1.0,1.0
7608,2003,1912329,6.0,2.0,1.0,2.0,1.0
7614,2003,1912335,6.0,3.0,1.0,1.0,1.0
7617,2003,1912338,6.0,3.0,2.0,1.0,1.0
7626,2003,1912347,6.0,3.0,1.0,1.0,1.0
7682,2003,1912403,6.0,3.0,1.0,1.0,1.0
7692,2003,1912413,6.0,3.0,1.0,2.0,1.0
7703,2003,1912424,6.0,2.0,1.0,1.0,1.0
7715,2003,1912436,6.0,4.0,1.0,1.0,1.0
7717,2003,1912438,6.0,4.0,1.0,1.0,1.0
7723,2003,1912444,6.0,3.0,1.0,1.0,1.0
7724,2003,1912445,6.0,3.0,1.0,1.0,1.0
7731,2003,1912452,6.0,4.0,1.0,2.0,1.0
7732,2003,1912453,6.0,4.0,1.0,1.0,1.0
7741,2003,1912462,6.0,2.0,1.0,1.0,1.0
7763,2003,1912484,6.0,3.0,1.0,1.0,1.0
7769,2003,1912490,6.0,4.0,1.0,1.0,1.0
7783,2003,1912504,6.0,3.0,1.0,2.0,1.0
7794,2003,1912515,6.0,3.0,1.0,1.0,1.0
7801,2003,1912522,6.0,3.0,1.0,1.0,1.0
7815,2003,1912536,6.0,3.0,1.0,1.0,1.0
7823,2003,1912544,6.0,4.0,1.0,1.0,1.0
7825,2003,1912546,6.0,3.0,1.0,1.0,1.0
7831,2003,1912552,6.0,2.0,1.0,1.0,1.0
7849,2003,1912570,6.0,3.0,1.0,1.0,1.0
7864,2003,1912585,6.0,3.0,1.0,1.0,1.0
7888,2003,1912609,6.0,3.0,1.0,1.0,1.0
7893,2003,1912614,6.0,3.0,1.0,1.0,1.0
7896,2003,1912617,6.0,4.0,1.0,1.0,1.0
7899,2003,1912620,6.0,3.0,1.0,1.0,1.0
7918,2003,1912639,6.0,3.0,1.0,1.0,1.0
7921,2003,1912642,6.0,4.0,1.0,1.0,1.0
7929,2003,1912650,6.0,3.0,1.0,1.0,1.0
7940,2003,1912661,6.0,3.0,1.0,1.0,1.0
7951,2003,1912672,6.0,2.0,1.0,1.0,1.0
7954,2003,1912675,6.0,3.0,1.0,1.0,1.0
7971,2003,1912692,6.0,3.0,1.0,1.0,1.0
7979,2003,1912700,6.0,4.0,1.0,1.0,1.0
7988,2003,1912709,6.0,3.0,1.0,1.0,1.0
7993,2003,1912714,6.0,3.0,1.0,1.0,1.0
8000,2003,1912721,6.0,3.0,1.0,1.0,1.0
8001,2003,1912722,6.0,3.0,1.0,1.0,1.0
8002,2003,1912723,6.0,3.0,1.0,1.0,1.0
8004,2003,1912725,6.0,1.0,1.0,1.0,1.0
8006,2003,1912727,6.0,3.0,1.0,1.0,1.0
8026,2003,1912747,6.0,4.0,1.0,1.0,1.0
8056,2003,2156648,7.0,1.0,1.0,1.0,1.0
8057,2003,2156649,7.0,4.0,1.0,1.0,1.0
8058,2003,2156650,7.0,4.0,2.0,1.0,1.0
8068,2003,2156660,7.0,4.0,1.0,1.0,1.0
8084,2003,2156676,7.0,4.0,1.0,1.0,1.0
8102,2003,2156694,7.0,4.0,2.0,2.0,1.0
8106,2003,2156698,7.0,4.0,1.0,1.0,1.0
8112,2003,2156704,7.0,4.0,1.0,1.0,1.0
8140,2003,2156732,7.0,3.0,1.0,1.0,1.0
8144,2003,2156736,7.0,1.0,1.0,2.0,1.0
8156,2003,2156748,7.0,4.0,1.0,1.0,1.0
8174,2003,2156766,7.0,4.0,1.0,1.0,1.0
8188,2003,2156780,7.0,4.0,1.0,1.0,1.0
8192,2003,2156784,7.0,4.0,1.0,1.0,1.0
8193,2003,2156785,7.0,4.0,1.0,1.0,1.0
8212,2003,2156804,7.0,1.0,1.0,1.0,1.0
8213,2003,2156805,7.0,3.0,1.0,1.0,1.0
8214,2003,2156806,7.0,2.0,1.0,1.0,1.0
8216,2003,2156808,7.0,4.0,1.0,2.0,1.0
8221,2003,2156813,7.0,3.0,1.0,1.0,1.0
8226,2003,2156818,7.0,1.0,1.0,1.0,1.0
8272,2003,2156864,7.0,3.0,1.0,1.0,1.0
8310,2003,2156902,7.0,4.0,1.0,1.0,1.0
8311,2003,2156903,7.0,3.0,1.0,2.0,1.0
8312,2003,2156904,7.0,1.0,1.0,1.0,1.0
8329,2005,4054,1.0,2.0,1.0,1.0,1.0
8346,2005,12063,6.0,2.0,1.0,1.0,1.0
8461,2005,40021,3.0,1.0,1.0,2.0,1.0
8521,2005,40081,3.0,1.0,1.0,2.0,1.0
8524,2005,40084,3.0,1.0,1.0,1.0,1.0
8550,2005,40110,3.0,1.0,1.0,2.0,1.0
8589,2005,188275,4.0,2.0,1.0,1.0,1.0
8592,2005,188278,4.0,1.0,1.0,2.0,1.0
8593,2005,188279,4.0,2.0,1.0,1.0,1.0
8608,2005,188294,4.0,2.0,1.0,1.0,1.0
8637,2005,188323,4.0,1.0,2.0,2.0,1.0
8639,2005,188325,4.0,2.0,1.0,1.0,1.0
8670,2005,188356,4.0,1.0,1.0,1.0,1.0
8687,2005,188373,4.0,2.0,1.0,1.0,1.0
8705,2005,188391,4.0,1.0,1.0,2.0,1.0
8741,2005,188427,4.0,1.0,2.0,2.0,1.0
8798,2005,188484,4.0,1.0,1.0,1.0,1.0
8800,2005,188486,4.0,1.0,1.0,2.0,1.0
8803,2005,188489,4.0,1.0,1.0,1.0,1.0
8829,2005,188515,4.0,1.0,1.0,1.0,1.0
8840,2005,188526,4.0,1.0,1.0,1.0,1.0
8847,2005,188533,4.0,2.0,2.0,2.0,1.0
8865,2005,188551,4.0,1.0,1.0,2.0,1.0
8955,2005,188641,4.0,2.0,1.0,1.0,1.0
9001,2005,188687,4.0,2.0,1.0,1.0,1.0
9053,2005,188739,4.0,1.0,1.0,1.0,1.0
9059,2005,188745,4.0,1.0,2.0,2.0,1.0
9064,2005,188750,4.0,1.0,1.0,1.0,1.0
9091,2005,188777,4.0,2.0,2.0,2.0,1.0
9124,2005,188810,4.0,1.0,1.0,2.0,1.0
9148,2005,188834,4.0,1.0,1.0,2.0,1.0
9154,2005,188840,4.0,1.0,1.0,1.0,1.0
9173,2005,467116,5.0,2.0,1.0,2.0,1.0
9192,2005,467135,5.0,3.0,2.0,1.0,1.0
9216,2005,467159,5.0,2.0,1.0,1.0,1.0
9228,2005,467171,5.0,2.0,1.0,1.0,1.0
9232,2005,467175,5.0,2.0,1.0,1.0,1.0
9245,2005,467188,5.0,1.0,1.0,1.0,1.0
9255,2005,467198,5.0,2.0,2.0,2.0,1.0
9262,2005,467205,5.0,2.0,2.0,2.0,1.0
9274,2005,467217,5.0,2.0,1.0,1.0,1.0
9277,2005,467220,5.0,1.0,1.0,1.0,1.0
9309,2005,467252,5.0,1.0,1.0,2.0,1.0
9317,2005,467260,5.0,1.0,1.0,1.0,1.0
9335,2005,467278,5.0,2.0,1.0,2.0,1.0
9376,2005,467319,5.0,2.0,2.0,1.0,1.0
9378,2005,467321,5.0,2.0,1.0,1.0,1.0
9379,2005,467322,5.0,2.0,2.0,1.0,1.0
9381,2005,467324,5.0,2.0,1.0,2.0,1.0
9421,2005,467364,5.0,1.0,2.0,1.0,1.0
9422,2005,467365,5.0,1.0,1.0,1.0,1.0
9425,2005,467368,5.0,1.0,1.0,1.0,1.0
9428,2005,467371,5.0,2.0,1.0,2.0,1.0
9460,2005,467403,5.0,2.0,2.0,2.0,1.0
9494,2005,467437,5.0,3.0,1.0,1.0,1.0
9495,2005,467438,5.0,1.0,2.0,1.0,1.0
9497,2005,467440,5.0,2.0,1.0,1.0,1.0
9522,2005,467465,5.0,3.0,1.0,1.0,1.0
9577,2005,467520,5.0,2.0,1.0,2.0,1.0
9616,2005,467559,5.0,3.0,1.0,1.0,1.0
9680,2005,467623,5.0,2.0,2.0,2.0,1.0
9691,2005,467634,5.0,3.0,1.0,1.0,1.0
9703,2005,467646,5.0,2.0,1.0,1.0,1.0
9728,2005,467671,5.0,2.0,1.0,1.0,1.0
9733,2005,467676,5.0,2.0,1.0,1.0,1.0
9736,2005,467679,5.0,2.0,2.0,2.0,1.0
9739,2005,467682,5.0,1.0,1.0,1.0,1.0
9756,2005,467699,5.0,2.0,1.0,1.0,1.0
9767,2005,467710,5.0,1.0,1.0,1.0,1.0
9776,2005,750027,6.0,4.0,1.0,2.0,1.0
9782,2005,750033,6.0,1.0,2.0,1.0,1.0
9811,2005,750062,6.0,3.0,1.0,1.0,1.0
9820,2005,750071,6.0,3.0,2.0,2.0,1.0
9850,2005,750101,6.0,3.0,1.0,1.0,1.0
9895,2005,750146,6.0,3.0,2.0,2.0,1.0
9933,2005,750184,6.0,2.0,1.0,1.0,1.0
9954,2005,750205,6.0,1.0,1.0,1.0,1.0
9958,2005,750209,6.0,3.0,1.0,1.0,1.0
10001,2005,750252,6.0,3.0,2.0,2.0,1.0
10007,2005,750258,6.0,4.0,1.0,1.0,1.0
10012,2005,750263,6.0,3.0,1.0,1.0,1.0
10020,2005,750271,6.0,1.0,1.0,1.0,1.0
10088,2005,750339,6.0,4.0,1.0,2.0,1.0
10091,2005,750342,6.0,3.0,1.0,1.0,1.0
10180,2005,750431,6.0,3.0,1.0,1.0,1.0
10221,2005,991647,7.0,4.0,2.0,2.0,1.0
10228,2005,991654,7.0,4.0,1.0,1.0,1.0
10236,2005,991662,7.0,1.0,2.0,2.0,1.0
10239,2005,991665,7.0,1.0,1.0,1.0,1.0
10240,2005,991666,7.0,4.0,2.0,2.0,1.0
10292,2005,991718,7.0,4.0,1.0,1.0,1.0
10358,2005,991784,7.0,4.0,1.0,2.0,1.0
10371,2005,991797,7.0,4.0,2.0,2.0,1.0
10384,2005,991810,7.0,4.0,1.0,1.0,1.0
10407,2005,991833,7.0,3.0,1.0,2.0,1.0
10427,2005,991853,7.0,3.0,1.0,1.0,1.0
10432,2005,991858,7.0,4.0,1.0,1.0,1.0
10437,2005,991863,7.0,4.0,1.0,2.0,1.0
10443,2005,991869,7.0,4.0,1.0,1.0,1.0
10452,2005,991878,7.0,4.0,1.0,1.0,1.0
10457,2005,991883,7.0,4.0,1.0,1.0,1.0
10476,2005,1118158,1.0,4.0,1.0,1.0,1.0
10477,2005,1118159,1.0,4.0,1.0,1.0,1.0
10481,2005,1118163,1.0,2.0,1.0,1.0,1.0
10494,2005,1139908,3.0,1.0,1.0,1.0,1.0
10521,2005,1139935,3.0,1.0,1.0,1.0,1.0
10544,2005,1139958,3.0,1.0,1.0,2.0,1.0
10547,2005,1139961,3.0,1.0,1.0,2.0,1.0
10561,2005,1139975,3.0,1.0,2.0,1.0,1.0
10585,2005,1139999,3.0,1.0,1.0,1.0,1.0
10591,2005,1140005,3.0,1.0,2.0,1.0,1.0
10612,2005,1140026,3.0,1.0,1.0,1.0,1.0
10622,2005,1140036,3.0,1.0,1.0,1.0,1.0
10628,2005,1140042,3.0,1.0,1.0,1.0,1.0
10639,2005,1140053,3.0,1.0,1.0,2.0,1.0
10652,2005,1140066,3.0,1.0,1.0,1.0,1.0
10667,2005,1140081,3.0,1.0,1.0,1.0,1.0
10669,2005,1140083,3.0,1.0,1.0,1.0,1.0
10671,2005,1140085,3.0,1.0,1.0,1.0,1.0
10673,2005,1140087,3.0,1.0,2.0,1.0,1.0
10731,2005,1140145,3.0,1.0,1.0,1.0,1.0
10737,2005,1140151,3.0,1.0,1.0,1.0,1.0
10741,2005,1140155,3.0,1.0,1.0,2.0,1.0
10742,2005,1140156,3.0,1.0,1.0,1.0,1.0
10743,2005,1140157,3.0,1.0,1.0,1.0,1.0
10754,2005,1316253,4.0,1.0,1.0,2.0,1.0
10755,2005,1316254,4.0,2.0,1.0,2.0,1.0
10758,2005,1316257,4.0,1.0,1.0,2.0,1.0
10762,2005,1316261,4.0,1.0,1.0,1.0,1.0
10768,2005,1316267,4.0,2.0,1.0,1.0,1.0
10773,2005,1316272,4.0,1.0,1.0,1.0,1.0
10778,2005,1316277,4.0,1.0,1.0,2.0,1.0
10780,2005,1316279,4.0,1.0,1.0,1.0,1.0
10814,2005,1316313,4.0,3.0,1.0,1.0,1.0
10817,2005,1316316,4.0,1.0,1.0,2.0,1.0
10826,2005,1316325,4.0,1.0,2.0,1.0,1.0
10828,2005,1316327,4.0,1.0,1.0,1.0,1.0
10830,2005,1316329,4.0,1.0,1.0,2.0,1.0
10837,2005,1316336,4.0,1.0,2.0,1.0,1.0
10844,2005,1316343,4.0,1.0,1.0,1.0,1.0
10860,2005,1316359,4.0,2.0,1.0,2.0,1.0
10861,2005,1316360,4.0,2.0,1.0,1.0,1.0
10867,2005,1316366,4.0,1.0,1.0,1.0,1.0
10892,2005,1316391,4.0,1.0,1.0,1.0,1.0
10894,2005,1316393,4.0,1.0,1.0,1.0,1.0
10903,2005,1316402,4.0,1.0,1.0,1.0,1.0
10915,2005,1316414,4.0,2.0,1.0,1.0,1.0
10916,2005,1316415,4.0,1.0,2.0,1.0,1.0
10923,2005,1316422,4.0,2.0,1.0,1.0,1.0
10933,2005,1316432,4.0,1.0,1.0,2.0,1.0
10947,2005,1316446,4.0,1.0,1.0,2.0,1.0
10958,2005,1316457,4.0,1.0,1.0,1.0,1.0
10966,2005,1316465,4.0,2.0,1.0,1.0,1.0
10967,2005,1316466,4.0,1.0,1.0,1.0,1.0
10975,2005,1316474,4.0,1.0,1.0,1.0,1.0
10987,2005,1316486,4.0,1.0,1.0,1.0,1.0
11010,2005,1316509,4.0,1.0,1.0,1.0,1.0
11024,2005,1316523,4.0,1.0,1.0,1.0,1.0
11029,2005,1316528,4.0,1.0,1.0,1.0,1.0
11037,2005,1316536,4.0,1.0,1.0,1.0,1.0
11039,2005,1316538,4.0,1.0,1.0,1.0,1.0
11042,2005,1316541,4.0,1.0,1.0,2.0,1.0
11049,2005,1316548,4.0,1.0,1.0,1.0,1.0
11054,2005,1316553,4.0,1.0,1.0,1.0,1.0
11057,2005,1316556,4.0,1.0,1.0,1.0,1.0
11062,2005,1316561,4.0,1.0,1.0,1.0,1.0
11068,2005,1316567,4.0,1.0,1.0,1.0,1.0
11085,2005,1316584,4.0,1.0,1.0,1.0,1.0
11093,2005,1316592,4.0,1.0,1.0,1.0,1.0
11099,2005,1316598,4.0,1.0,1.0,2.0,1.0
11101,2005,1316600,4.0,1.0,1.0,2.0,1.0
11106,2005,1316605,4.0,2.0,1.0,1.0,1.0
11119,2005,1316618,4.0,2.0,1.0,1.0,1.0
11120,2005,1316619,4.0,1.0,1.0,1.0,1.0
11121,2005,1316620,4.0,1.0,1.0,2.0,1.0
11135,2005,1316634,4.0,2.0,1.0,1.0,1.0
11137,2005,1316636,4.0,2.0,1.0,2.0,1.0
11138,2005,1316637,4.0,1.0,1.0,1.0,1.0
11143,2005,1316642,4.0,2.0,1.0,1.0,1.0
11144,2005,1316643,4.0,2.0,1.0,1.0,1.0
11157,2005,1316656,4.0,1.0,1.0,1.0,1.0
11158,2005,1316657,4.0,1.0,1.0,1.0,1.0
11187,2005,1316686,4.0,1.0,1.0,1.0,1.0
11188,2005,1316687,4.0,1.0,2.0,1.0,1.0
11212,2005,1316711,4.0,2.0,1.0,1.0,1.0
11217,2005,1316716,4.0,2.0,1.0,1.0,1.0
11224,2005,1316723,4.0,2.0,1.0,2.0,1.0
11226,2005,1316725,4.0,1.0,1.0,2.0,1.0
11231,2005,1316730,4.0,2.0,1.0,2.0,1.0
11234,2005,1316733,4.0,1.0,1.0,2.0,1.0
11244,2005,1316743,4.0,2.0,1.0,1.0,1.0
11251,2005,1316750,4.0,2.0,1.0,1.0,1.0
11284,2005,1316783,4.0,1.0,2.0,2.0,1.0
11293,2005,1316792,4.0,2.0,1.0,1.0,1.0
11305,2005,1316804,4.0,2.0,1.0,1.0,1.0
11312,2005,1316811,4.0,1.0,2.0,2.0,1.0
11313,2005,1316812,4.0,1.0,1.0,1.0,1.0
11320,2005,1316819,4.0,1.0,1.0,1.0,1.0
11325,2005,1316824,4.0,1.0,1.0,2.0,1.0
11327,2005,1316826,4.0,2.0,1.0,2.0,1.0
11333,2005,1316832,4.0,1.0,1.0,2.0,1.0
11339,2005,1316838,4.0,1.0,1.0,2.0,1.0
11340,2005,1316839,4.0,2.0,1.0,1.0,1.0
11369,2005,1316868,4.0,1.0,1.0,2.0,1.0
11381,2005,1316880,4.0,1.0,1.0,1.0,1.0
11382,2005,1316881,4.0,1.0,1.0,1.0,1.0
11384,2005,1316883,4.0,2.0,1.0,2.0,1.0
11395,2005,1316894,4.0,1.0,1.0,1.0,1.0
11403,2005,1316902,4.0,1.0,1.0,1.0,1.0
11410,2005,1316909,4.0,1.0,1.0,1.0,1.0
11426,2005,1316925,4.0,1.0,1.0,2.0,1.0
11437,2005,1316936,4.0,2.0,1.0,1.0,1.0
11441,2005,1316940,4.0,1.0,1.0,1.0,1.0
11445,2005,1316944,4.0,1.0,1.0,1.0,1.0
11452,2005,1617484,5.0,2.0,2.0,1.0,1.0
11458,2005,1617490,5.0,2.0,1.0,2.0,1.0
11466,2005,1617498,5.0,2.0,1.0,1.0,1.0
11468,2005,1617500,5.0,1.0,1.0,1.0,1.0
11472,2005,1617504,5.0,2.0,1.0,1.0,1.0
11510,2005,1617542,5.0,2.0,1.0,1.0,1.0
11515,2005,1617547,5.0,2.0,1.0,2.0,1.0
11536,2005,1617568,5.0,2.0,1.0,2.0,1.0
11549,2005,1617581,5.0,1.0,1.0,1.0,1.0
11554,2005,1617586,5.0,2.0,1.0,1.0,1.0
11568,2005,1617600,5.0,2.0,1.0,1.0,1.0
11583,2005,1617615,5.0,2.0,1.0,1.0,1.0
11599,2005,1617631,5.0,2.0,1.0,1.0,1.0
11619,2005,1617651,5.0,2.0,1.0,2.0,1.0
11647,2005,1617679,5.0,3.0,1.0,1.0,1.0
11648,2005,1617680,5.0,2.0,1.0,1.0,1.0
11665,2005,1617697,5.0,2.0,1.0,2.0,1.0
11684,2005,1617716,5.0,2.0,1.0,1.0,1.0
11711,2005,1617743,5.0,2.0,1.0,1.0,1.0
11715,2005,1617747,5.0,2.0,1.0,1.0,1.0
11729,2005,1617761,5.0,1.0,1.0,1.0,1.0
11733,2005,1617765,5.0,3.0,1.0,1.0,1.0
11745,2005,1617777,5.0,2.0,1.0,1.0,1.0
11751,2005,1617783,5.0,2.0,1.0,1.0,1.0
11776,2005,1617808,5.0,1.0,1.0,2.0,1.0
11777,2005,1617809,5.0,3.0,1.0,1.0,1.0
11778,2005,1617810,5.0,2.0,1.0,2.0,1.0
11779,2005,1617811,5.0,2.0,1.0,1.0,1.0
11827,2005,1617859,5.0,3.0,1.0,1.0,1.0
11838,2005,1617870,5.0,2.0,1.0,1.0,1.0
11875,2005,1617907,5.0,2.0,1.0,2.0,1.0
11884,2005,1617916,5.0,3.0,1.0,1.0,1.0
11891,2005,1617923,5.0,2.0,1.0,1.0,1.0
11896,2005,1617928,5.0,2.0,1.0,1.0,1.0
11921,2005,1617953,5.0,2.0,1.0,1.0,1.0
11937,2005,1617969,5.0,2.0,2.0,1.0,1.0
11944,2005,1617976,5.0,2.0,1.0,2.0,1.0
11951,2005,1617983,5.0,1.0,2.0,1.0,1.0
11958,2005,1617990,5.0,3.0,1.0,1.0,1.0
11964,2005,1617996,5.0,3.0,2.0,2.0,1.0
11974,2005,1618006,5.0,2.0,1.0,2.0,1.0
11989,2005,1618021,5.0,2.0,1.0,1.0,1.0
12003,2005,1618035,5.0,2.0,2.0,2.0,1.0
12008,2005,1618040,5.0,3.0,1.0,1.0,1.0
12022,2005,1618054,5.0,2.0,1.0,2.0,1.0
12029,2005,1618061,5.0,2.0,2.0,1.0,1.0
12031,2005,1618063,5.0,2.0,1.0,2.0,1.0
12040,2005,1618072,5.0,1.0,1.0,1.0,1.0
12043,2005,1618075,5.0,1.0,1.0,1.0,1.0
12046,2005,1618078,5.0,1.0,2.0,2.0,1.0
12052,2005,1618084,5.0,2.0,1.0,1.0,1.0
12067,2005,1618099,5.0,3.0,1.0,1.0,1.0
12070,2005,1618102,5.0,2.0,1.0,1.0,1.0
12075,2005,1618107,5.0,2.0,1.0,1.0,1.0
12080,2005,1618112,5.0,2.0,1.0,1.0,1.0
12089,2005,1912766,6.0,3.0,1.0,2.0,1.0
12092,2005,1912769,6.0,3.0,1.0,2.0,1.0
12141,2005,1912818,6.0,3.0,2.0,1.0,1.0
12142,2005,1912819,6.0,2.0,1.0,1.0,1.0
12159,2005,1912836,6.0,2.0,1.0,1.0,1.0
12176,2005,1912853,6.0,3.0,2.0,1.0,1.0
12234,2005,1912911,6.0,3.0,1.0,1.0,1.0
12247,2005,1912924,6.0,3.0,1.0,1.0,1.0
12253,2005,1912930,6.0,3.0,1.0,1.0,1.0
12260,2005,1912937,6.0,1.0,1.0,1.0,1.0
12262,2005,1912939,6.0,3.0,2.0,2.0,1.0
12264,2005,1912941,6.0,3.0,1.0,1.0,1.0
12276,2005,1912953,6.0,4.0,1.0,1.0,1.0
12289,2005,1912966,6.0,4.0,1.0,2.0,1.0
12298,2005,1912975,6.0,3.0,1.0,1.0,1.0
12302,2005,1912979,6.0,4.0,1.0,1.0,1.0
12309,2005,1912986,6.0,4.0,1.0,1.0,1.0
12314,2005,1912991,6.0,4.0,1.0,1.0,1.0
12325,2005,1913002,6.0,3.0,1.0,1.0,1.0
12328,2005,1913005,6.0,3.0,1.0,2.0,1.0
12341,2005,1913018,6.0,3.0,1.0,2.0,1.0
12348,2005,1913025,6.0,3.0,1.0,2.0,1.0
12353,2005,1913030,6.0,4.0,1.0,1.0,1.0
12374,2005,1913051,6.0,4.0,1.0,1.0,1.0
12399,2005,1913076,6.0,4.0,1.0,1.0,1.0
12407,2005,1913084,6.0,3.0,1.0,1.0,1.0
12420,2005,1913097,6.0,3.0,1.0,1.0,1.0
12436,2005,1913113,6.0,4.0,1.0,1.0,1.0
12469,2005,1913146,6.0,3.0,2.0,2.0,1.0
12476,2005,1913153,6.0,2.0,1.0,1.0,1.0
12485,2005,1913162,6.0,3.0,1.0,1.0,1.0
12493,2005,1913170,6.0,2.0,1.0,2.0,1.0
12527,2005,1913204,6.0,4.0,1.0,1.0,1.0
